cell,family,symbol,plus_in,n_in,rate_in,p_binom,mean_m_in_pct,cum_in_pct,worst_m_in_pct,plus_oos,n_oos,cum_oos_pct,sig_bonf,sig_005
WedS EURJPY,WedS,EURJPY,22,48,46,0.7645604931891441,-0.06,-3.4,-3.41,8,12,0.4,False,False
Monx2 NZDCAD,Monx2,NZDCAD,22,48,46,0.7645604931891441,-0.06,-3.1,-3.62,4,12,1.74,False,False
Frix3 US2000,Frix3,US2000,22,48,46,0.7645604931891441,-0.07,-6.6,-9.65,8,12,17.98,False,False
MonSx2 EUSTX50,MonSx2,EUSTX50,22,48,46,0.7645604931891441,-0.07,-4.9,-9.94,5,12,-9.94,False,False
TueSx3 USDCAD,TueSx3,USDCAD,22,48,46,0.7645604931891441,-0.08,-4.1,-3.08,6,12,1.97,False,False
TueS NAS100,TueS,NAS100,22,48,46,0.7645604931891441,-0.08,-5.3,-6.06,3,12,-15.52,False,False
Monx2 EURCHF,Monx2,EURCHF,22,48,46,0.7645604931891441,-0.08,-3.9,-2.07,6,12,2.68,False,False
MonS GBPCAD,MonS,GBPCAD,22,48,46,0.7645604931891441,-0.08,-3.8,-1.59,2,12,-6.31,False,False
FriSx3 XAGUSD,FriSx3,XAGUSD,22,48,46,0.7645604931891441,-0.08,-14.6,-15.83,6,12,-58.1,False,False
WedSx2 CHFJPY,WedSx2,CHFJPY,22,48,46,0.7645604931891441,-0.09,-4.8,-3.46,7,12,1.88,False,False
Tue NZDCAD,Tue,NZDCAD,22,48,46,0.7645604931891441,-0.09,-4.5,-2.7,3,12,-3.59,False,False
TueSx3 US2000,TueSx3,US2000,22,48,46,0.7645604931891441,-0.09,-10.4,-10.51,6,12,-12.09,False,False
TueS EUSTX50,TueS,EUSTX50,22,48,46,0.7645604931891441,-0.09,-5.3,-4.85,6,12,-2.47,False,False
TueS EURJPY,TueS,EURJPY,22,48,46,0.7645604931891441,-0.1,-4.9,-2.5,3,12,-2.97,False,False
TueS GBPAUD,TueS,GBPAUD,22,48,46,0.7645604931891441,-0.1,-4.7,-2.12,10,12,7.11,False,False
Wed NZDCAD,Wed,NZDCAD,22,48,46,0.7645604931891441,-0.1,-5.1,-2.2,4,12,-1.54,False,False
FriSx3 GBPCAD,FriSx3,GBPCAD,22,48,46,0.7645604931891441,-0.11,-5.7,-3.46,6,12,-0.49,False,False
TOMS HK50,TOMS,HK50,22,48,46,0.7645604931891441,-0.11,-8.7,-12.19,5,11,-3.9,False,False
TOM FR40,TOM,FR40,22,48,46,0.7645604931891441,-0.12,-6.6,-5.11,7,11,8.46,False,False
Wed CADJPY,Wed,CADJPY,22,48,46,0.7645604931891441,-0.13,-6.7,-4.11,6,12,1.07,False,False
WedSx3 EURGBP,WedSx3,EURGBP,22,48,46,0.7645604931891441,-0.13,-6.3,-3.12,7,12,2.77,False,False
TueS US2000,TueS,US2000,22,48,46,0.7645604931891441,-0.13,-7.5,-4.73,4,12,-13.94,False,False
Wedx2 GBPAUD,Wedx2,GBPAUD,22,48,46,0.7645604931891441,-0.14,-6.8,-4.41,4,12,-1.61,False,False
Fri GBPCAD,Fri,GBPCAD,22,48,46,0.7645604931891441,-0.14,-6.6,-3.26,5,12,-2.56,False,False
Wed NZDJPY,Wed,NZDJPY,22,48,46,0.7645604931891441,-0.16,-7.9,-4.24,5,12,0.3,False,False
Tue EURCHF,Tue,EURCHF,22,48,46,0.7645604931891441,-0.16,-7.3,-2.38,7,12,0.19,False,False
WedSx3 EURAUD,WedSx3,EURAUD,22,48,46,0.7645604931891441,-0.19,-9.7,-4.67,9,12,2.18,False,False
Frix2 BTCUSD,Frix2,BTCUSD,22,48,46,0.7645604931891441,-0.2,-19.7,-13.63,4,12,-13.57,False,False
MonSx2 AUS200,MonSx2,AUS200,22,48,46,0.7645604931891441,-0.2,-9.6,-6.33,9,12,6.69,False,False
Thu USDJPY,Thu,USDJPY,22,48,46,0.7645604931891441,-0.21,-10.3,-4.56,5,12,-3.46,False,False
Fri AUS200,Fri,AUS200,22,48,46,0.7645604931891441,-0.23,-10.8,-4.12,4,12,-5.66,False,False
Fri CADCHF,Fri,CADCHF,22,48,46,0.7645604931891441,-0.25,-11.4,-2.25,9,12,0.39,False,False
Monx3 AUDCHF,Monx3,AUDCHF,22,48,46,0.7645604931891441,-0.25,-11.8,-4.49,10,12,13.53,False,False
TueSx3 UK100,TueSx3,UK100,22,48,46,0.7645604931891441,-0.26,-13.5,-5.48,3,12,-8.53,False,False
Thu CADJPY,Thu,CADJPY,22,48,46,0.7645604931891441,-0.27,-12.6,-4.03,3,12,-4.61,False,False
Wed JP225,Wed,JP225,22,48,46,0.7645604931891441,-0.27,-12.9,-3.46,8,12,16.9,False,False
FriSx2 WTI,FriSx2,WTI,22,48,46,0.7645604931891441,-0.28,-17.8,-13.43,5,12,-25.37,False,False
FriSx3 GBPAUD,FriSx3,GBPAUD,22,48,46,0.7645604931891441,-0.28,-13.0,-4.62,10,12,7.42,False,False
Tuex2 USDCHF,Tuex2,USDCHF,22,48,46,0.7645604931891441,-0.3,-13.9,-3.1,7,12,-0.11,False,False
Thux2 US2000,Thux2,US2000,22,48,46,0.7645604931891441,-0.3,-16.3,-9.77,5,12,-3.59,False,False
Frix3 CADCHF,Frix3,CADCHF,22,48,46,0.7645604931891441,-0.31,-14.3,-3.57,8,12,1.57,False,False
Wedx2 US2000,Wedx2,US2000,22,48,46,0.7645604931891441,-0.32,-17.4,-11.41,5,12,-3.46,False,False
MonS US30,MonS,US30,22,48,46,0.7645604931891441,-0.33,-15.0,-5.36,5,11,-4.27,False,False
FriSx3 XAUUSD,FriSx3,XAUUSD,22,48,46,0.7645604931891441,-0.35,-17.7,-7.04,7,12,-9.08,False,False
TueSx3 HK50,TueSx3,HK50,22,48,46,0.7645604931891441,-0.35,-21.6,-16.46,9,12,16.36,False,False
FriSx3 HK50,FriSx3,HK50,22,48,46,0.7645604931891441,-0.35,-22.3,-19.05,6,12,-2.71,False,False
TueSx3 AUS200,TueSx3,AUS200,22,48,46,0.7645604931891441,-0.35,-17.7,-9.37,6,12,-6.48,False,False
WedS EUSTX50,WedS,EUSTX50,22,48,46,0.7645604931891441,-0.36,-16.8,-8.7,7,12,-9.22,False,False
WedSx2 FR40,WedSx2,FR40,22,48,46,0.7645604931891441,-0.38,-18.2,-6.26,6,12,-3.08,False,False
Monx2 ETHUSD,Monx2,ETHUSD,22,48,46,0.7645604931891441,-0.39,-34.8,-20.26,5,12,-4.97,False,False
Tuex3 USDCHF,Tuex3,USDCHF,22,48,46,0.7645604931891441,-0.41,-18.8,-4.96,6,12,-1.31,False,False
FriSx3 BTCUSD,FriSx3,BTCUSD,22,48,46,0.7645604931891441,-0.41,-29.4,-21.15,5,12,0.59,False,False
Thu NAS100,Thu,NAS100,22,48,46,0.7645604931891441,-0.43,-20.8,-7.85,6,12,-8.39,False,False
Monx3 CADCHF,Monx3,CADCHF,22,48,46,0.7645604931891441,-0.43,-19.1,-3.48,6,12,1.11,False,False
Wedx3 US2000,Wedx3,US2000,22,48,46,0.7645604931891441,-0.44,-23.0,-12.32,5,12,-2.38,False,False
ThuSx3 US500,ThuSx3,US500,22,48,46,0.7645604931891441,-0.46,-21.9,-6.98,6,12,-2.35,False,False
Thux3 ETHUSD,Thux3,ETHUSD,22,48,46,0.7645604931891441,-0.47,-45.9,-30.01,4,12,-59.34,False,False
WedS XAGUSD,WedS,XAGUSD,22,48,46,0.7645604931891441,-0.47,-21.8,-8.34,5,12,13.31,False,False
MonSx2 EURJPY,MonSx2,EURJPY,22,48,46,0.7645604931891441,-0.53,-23.1,-5.08,3,12,-4.84,False,False
FriSx2 GBPJPY,FriSx2,GBPJPY,22,48,46,0.7645604931891441,-0.55,-23.6,-4.52,3,12,-7.16,False,False
Wedx3 AUDCHF,Wedx3,AUDCHF,22,48,46,0.7645604931891441,-0.66,-27.9,-5.96,3,12,-2.66,False,False
Wedx2 WTI,Wedx2,WTI,22,48,46,0.7645604931891441,-0.7,-35.6,-20.98,8,12,50.85,False,False
Tue NATGAS,Tue,NATGAS,22,48,46,0.7645604931891441,-0.98,-47.8,-19.57,6,12,13.68,False,False
TOM ETHUSD,TOM,ETHUSD,22,48,46,0.7645604931891441,-0.99,-41.8,-12.72,6,11,-17.34,False,False
MonS BTCUSD,MonS,BTCUSD,22,48,46,0.7645604931891441,-1.08,-46.0,-15.08,6,12,-12.0,False,False
Tuex3 WTI,Tuex3,WTI,22,48,46,0.7645604931891441,-1.24,-52.7,-20.77,6,12,42.53,False,False
Thux3 NATGAS,Thux3,NATGAS,22,48,46,0.7645604931891441,-1.45,-76.2,-34.28,4,12,-23.56,False,False
Tuex2 WTI,Tuex2,WTI,22,48,46,0.7645604931891441,-1.62,-58.5,-16.06,6,12,3.27,False,False
Thux2 NATGAS,Thux2,NATGAS,22,48,46,0.7645604931891441,-1.63,-71.6,-26.89,4,12,-2.37,False,False
ThuSx3 HK50,ThuSx3,HK50,21,48,44,0.8438365962633654,0.36,8.9,-13.96,8,12,10.41,False,False
Wedx2 JP225,Wedx2,JP225,21,48,44,0.8438365962633654,0.34,13.7,-7.03,9,12,14.01,False,False
ThuSx3 FR40,ThuSx3,FR40,21,48,44,0.8438365962633654,0.27,11.0,-6.6,8,12,8.33,False,False
ThuSx2 UK100,ThuSx2,UK100,21,48,44,0.8438365962633654,0.09,3.2,-3.68,5,12,8.7,False,False
Wed HK50,Wed,HK50,21,48,44,0.8438365962633654,0.09,2.4,-4.47,7,12,2.64,False,False
ThuSx2 EUSTX50,ThuSx2,EUSTX50,21,48,44,0.8438365962633654,0.09,1.8,-7.05,5,12,9.48,False,False
WedSx3 GBPCAD,WedSx3,GBPCAD,21,48,44,0.8438365962633654,0.08,3.6,-3.5,7,12,2.42,False,False
Tuex2 USDCAD,Tuex2,USDCAD,21,48,44,0.8438365962633654,0.05,2.0,-2.52,4,12,-2.67,False,False
TOMS CHFJPY,TOMS,CHFJPY,21,48,44,0.8438365962633654,0.05,2.2,-2.2,9,11,6.26,False,False
TOMS US2000,TOMS,US2000,21,48,44,0.8438365962633654,0.04,-0.6,-6.87,5,11,-7.19,False,False
ThuSx3 EURCAD,ThuSx3,EURCAD,21,48,44,0.8438365962633654,0.03,0.9,-2.19,4,12,0.35,False,False
TueSx2 AUDCAD,TueSx2,AUDCAD,21,48,44,0.8438365962633654,0.02,0.5,-2.77,5,12,-3.2,False,False
MonS EURCHF,MonS,EURCHF,21,48,44,0.8438365962633654,-0.0,-0.2,-1.78,5,12,-1.4,False,False
Thux3 XAGUSD,Thux3,XAGUSD,21,48,44,0.8438365962633654,-0.0,-10.8,-12.19,5,12,-20.32,False,False
Wedx3 AUDUSD,Wedx3,AUDUSD,21,48,44,0.8438365962633654,-0.01,-2.8,-6.09,7,12,-5.36,False,False
FriSx2 USDCAD,FriSx2,USDCAD,21,48,44,0.8438365962633654,-0.01,-1.0,-2.2,5,12,-0.0,False,False
WedSx3 EURJPY,WedSx3,EURJPY,21,48,44,0.8438365962633654,-0.02,-2.3,-4.23,6,12,4.04,False,False
TOM GBPCAD,TOM,GBPCAD,21,48,44,0.8438365962633654,-0.02,-1.5,-2.17,6,11,-0.02,False,False
Tuex2 CADJPY,Tuex2,CADJPY,21,48,44,0.8438365962633654,-0.04,-2.9,-4.77,8,12,5.59,False,False
Monx2 EURUSD,Monx2,EURUSD,21,48,44,0.8438365962633654,-0.05,-3.0,-3.59,6,12,3.79,False,False
Wedx3 EURUSD,Wedx3,EURUSD,21,48,44,0.8438365962633654,-0.05,-3.0,-3.52,4,12,-6.31,False,False
Thu AUDUSD,Thu,AUDUSD,21,48,44,0.8438365962633654,-0.06,-3.2,-2.39,4,12,-3.87,False,False
TueS USDCAD,TueS,USDCAD,21,48,44,0.8438365962633654,-0.06,-2.9,-2.51,8,12,3.11,False,False
ThuSx3 USDCAD,ThuSx3,USDCAD,21,48,44,0.8438365962633654,-0.06,-3.3,-3.25,6,12,0.05,False,False
TueSx3 AUDCAD,TueSx3,AUDCAD,21,48,44,0.8438365962633654,-0.06,-3.5,-3.2,6,12,-1.91,False,False
Wedx2 NZDCAD,Wedx2,NZDCAD,21,48,44,0.8438365962633654,-0.06,-3.2,-3.14,5,12,-1.61,False,False
Thu NZDCAD,Thu,NZDCAD,21,48,44,0.8438365962633654,-0.06,-2.9,-1.85,5,12,-1.26,False,False
FriS EURJPY,FriS,EURJPY,21,48,44,0.8438365962633654,-0.07,-3.6,-2.96,7,12,1.16,False,False
Monx2 JP225,Monx2,JP225,21,48,44,0.8438365962633654,-0.07,-4.7,-4.49,5,12,3.61,False,False
FriS GBPAUD,FriS,GBPAUD,21,48,44,0.8438365962633654,-0.07,-3.7,-3.71,6,12,0.5,False,False
WedSx3 USDCAD,WedSx3,USDCAD,21,48,44,0.8438365962633654,-0.08,-4.3,-3.61,5,12,-1.45,False,False
Tuex2 EURGBP,Tuex2,EURGBP,21,48,44,0.8438365962633654,-0.08,-3.7,-1.65,7,12,0.48,False,False
WedSx3 EURCAD,WedSx3,EURCAD,21,48,44,0.8438365962633654,-0.08,-4.3,-3.32,8,12,4.3,False,False
Frix2 EURGBP,Frix2,EURGBP,21,48,44,0.8438365962633654,-0.09,-4.3,-1.64,2,12,-6.21,False,False
Fri EURCAD,Fri,EURCAD,21,48,44,0.8438365962633654,-0.09,-4.2,-3.54,4,12,-3.94,False,False
Wedx2 NZDUSD,Wedx2,NZDUSD,21,48,44,0.8438365962633654,-0.1,-5.6,-3.62,5,12,-3.28,False,False
WedSx2 US500,WedSx2,US500,21,48,44,0.8438365962633654,-0.1,-6.9,-7.22,6,12,7.3,False,False
MonS GBPCHF,MonS,GBPCHF,21,48,44,0.8438365962633654,-0.1,-4.6,-2.27,2,12,-5.54,False,False
WedS EURUSD,WedS,EURUSD,21,48,44,0.8438365962633654,-0.13,-6.3,-2.25,7,12,2.7,False,False
WedS CHFJPY,WedS,CHFJPY,21,48,44,0.8438365962633654,-0.13,-6.3,-2.74,6,12,0.43,False,False
WedS UK100,WedS,UK100,21,48,44,0.8438365962633654,-0.13,-6.7,-6.23,4,12,-11.53,False,False
Thu EURAUD,Thu,EURAUD,21,48,44,0.8438365962633654,-0.13,-6.3,-3.54,6,12,2.29,False,False
Thu GBPAUD,Thu,GBPAUD,21,48,44,0.8438365962633654,-0.13,-6.3,-3.35,4,12,0.13,False,False
FriSx3 UK100,FriSx3,UK100,21,48,44,0.8438365962633654,-0.14,-7.4,-3.79,6,12,-4.99,False,False
FriSx2 GBPAUD,FriSx2,GBPAUD,21,48,44,0.8438365962633654,-0.14,-6.6,-2.82,8,12,0.84,False,False
Wed EURCHF,Wed,EURCHF,21,48,44,0.8438365962633654,-0.15,-7.0,-1.79,5,12,-0.97,False,False
Wedx3 GBPJPY,Wedx3,GBPJPY,21,48,44,0.8438365962633654,-0.16,-8.7,-7.25,4,12,-2.27,False,False
Thux2 US500,Thux2,US500,21,48,44,0.8438365962633654,-0.16,-9.9,-8.85,8,12,-2.86,False,False
Thux2 GBPCAD,Thux2,GBPCAD,21,48,44,0.8438365962633654,-0.16,-7.7,-3.51,5,12,-3.62,False,False
TueS USDJPY,TueS,USDJPY,21,48,44,0.8438365962633654,-0.17,-8.2,-3.55,6,12,-0.89,False,False
Tuex3 NZDUSD,Tuex3,NZDUSD,21,48,44,0.8438365962633654,-0.17,-9.3,-5.26,5,12,-3.62,False,False
FriS EURAUD,FriS,EURAUD,21,48,44,0.8438365962633654,-0.17,-8.3,-4.61,7,12,1.98,False,False
FriS USDJPY,FriS,USDJPY,21,48,44,0.8438365962633654,-0.18,-9.0,-3.95,5,12,-3.29,False,False
Thu AUDJPY,Thu,AUDJPY,21,48,44,0.8438365962633654,-0.19,-9.1,-2.71,3,12,-6.25,False,False
Monx2 CADCHF,Monx2,CADCHF,21,48,44,0.8438365962633654,-0.19,-9.1,-1.92,8,12,-0.48,False,False
MonSx2 HK50,MonSx2,HK50,21,48,44,0.8438365962633654,-0.19,-13.2,-11.99,6,12,-9.47,False,False
FriSx2 GER40,FriSx2,GER40,21,48,44,0.8438365962633654,-0.2,-10.8,-5.53,8,12,-0.82,False,False
MonSx2 GBPCAD,MonSx2,GBPCAD,21,48,44,0.8438365962633654,-0.2,-9.4,-2.92,5,12,-2.81,False,False
Frix2 CADCHF,Frix2,CADCHF,21,48,44,0.8438365962633654,-0.2,-9.2,-3.78,7,12,0.09,False,False
TOM AUDJPY,TOM,AUDJPY,21,48,44,0.8438365962633654,-0.21,-9.9,-5.76,6,11,-1.51,False,False
Frix3 EURCHF,Frix3,EURCHF,21,48,44,0.8438365962633654,-0.21,-9.6,-2.38,8,12,1.02,False,False
MonSx3 EURCAD,MonSx3,EURCAD,21,48,44,0.8438365962633654,-0.21,-10.3,-3.73,5,12,-0.17,False,False
MonSx3 GBPUSD,MonSx3,GBPUSD,21,48,44,0.8438365962633654,-0.22,-10.3,-3.5,6,12,-4.33,False,False
WedSx3 UK100,WedSx3,UK100,21,48,44,0.8438365962633654,-0.22,-11.3,-4.66,5,12,-6.9,False,False
Thu GBPJPY,Thu,GBPJPY,21,48,44,0.8438365962633654,-0.23,-11.0,-3.36,5,12,-5.32,False,False
WedS US500,WedS,US500,21,48,44,0.8438365962633654,-0.23,-11.3,-7.59,6,12,1.48,False,False
Thu EURJPY,Thu,EURJPY,21,48,44,0.8438365962633654,-0.24,-11.0,-2.91,6,12,-3.13,False,False
TueSx2 NATGAS,TueSx2,NATGAS,21,48,44,0.8438365962633654,-0.24,-38.3,-24.22,3,12,-40.42,False,False
MonSx3 GBPCAD,MonSx3,GBPCAD,21,48,44,0.8438365962633654,-0.25,-11.5,-3.09,6,12,-2.65,False,False
Thux2 AUDCAD,Thux2,AUDCAD,21,48,44,0.8438365962633654,-0.25,-11.9,-3.78,4,12,-5.34,False,False
Thu CADCHF,Thu,CADCHF,21,48,44,0.8438365962633654,-0.25,-11.8,-4.61,3,12,-3.7,False,False
Thux2 EURUSD,Thux2,EURUSD,21,48,44,0.8438365962633654,-0.26,-12.4,-4.52,2,12,-4.14,False,False
Tue AUDUSD,Tue,AUDUSD,21,48,44,0.8438365962633654,-0.26,-12.0,-4.64,7,12,3.78,False,False
TueSx3 CHFJPY,TueSx3,CHFJPY,21,48,44,0.8438365962633654,-0.26,-12.6,-4.21,5,12,-1.08,False,False
Fri XAGUSD,Fri,XAGUSD,21,48,44,0.8438365962633654,-0.26,-15.7,-9.09,5,12,-10.28,False,False
Thux3 NZDCAD,Thux3,NZDCAD,21,48,44,0.8438365962633654,-0.28,-13.1,-3.03,5,12,1.05,False,False
Thux3 CADCHF,Thux3,CADCHF,21,48,44,0.8438365962633654,-0.28,-12.8,-4.32,3,12,-1.64,False,False
Thux3 AUDUSD,Thux3,AUDUSD,21,48,44,0.8438365962633654,-0.3,-14.3,-7.06,7,12,0.99,False,False
TueSx2 CHFJPY,TueSx2,CHFJPY,21,48,44,0.8438365962633654,-0.3,-13.7,-3.84,5,12,-2.49,False,False
Wedx2 CADJPY,Wedx2,CADJPY,21,48,44,0.8438365962633654,-0.31,-14.7,-6.52,4,12,-2.71,False,False
Frix2 NZDCAD,Frix2,NZDCAD,21,48,44,0.8438365962633654,-0.31,-14.3,-2.82,7,12,1.16,False,False
Fri BTCUSD,Fri,BTCUSD,21,48,44,0.8438365962633654,-0.32,-21.9,-11.91,3,12,-9.32,False,False
Thux2 GBPUSD,Thux2,GBPUSD,21,48,44,0.8438365962633654,-0.36,-16.4,-4.04,4,12,-4.91,False,False
Wedx3 USDCHF,Wedx3,USDCHF,21,48,44,0.8438365962633654,-0.36,-16.7,-5.91,6,12,2.12,False,False
TueSx2 HK50,TueSx2,HK50,21,48,44,0.8438365962633654,-0.36,-21.5,-16.7,8,12,2.59,False,False
Wedx2 GBPCHF,Wedx2,GBPCHF,21,48,44,0.8438365962633654,-0.37,-16.7,-3.37,4,12,-2.2,False,False
TueSx2 US500,TueSx2,US500,21,48,44,0.8438365962633654,-0.38,-18.1,-5.5,5,12,-8.94,False,False
MonS GER40,MonS,GER40,21,48,44,0.8438365962633654,-0.38,-17.5,-8.16,6,12,-6.23,False,False
WedSx3 GER40,WedSx3,GER40,21,48,44,0.8438365962633654,-0.38,-19.2,-7.79,5,12,10.88,False,False
ThuS JP225,ThuS,JP225,21,48,44,0.8438365962633654,-0.38,-18.4,-6.61,7,12,0.92,False,False
Frix2 US2000,Frix2,US2000,21,48,44,0.8438365962633654,-0.38,-18.5,-8.28,7,12,2.73,False,False
Wedx3 NZDJPY,Wedx3,NZDJPY,21,48,44,0.8438365962633654,-0.4,-19.1,-9.08,6,12,-3.85,False,False
WedSx2 EUSTX50,WedSx2,EUSTX50,21,48,44,0.8438365962633654,-0.4,-19.1,-5.88,6,12,-7.08,False,False
ThuS XAGUSD,ThuS,XAGUSD,21,48,44,0.8438365962633654,-0.43,-21.6,-9.49,4,12,7.03,False,False
TueSx3 ETHUSD,TueSx3,ETHUSD,21,48,44,0.8438365962633654,-0.45,-51.2,-31.39,8,12,104.68,False,False
ThuSx3 USDJPY,ThuSx3,USDJPY,21,48,44,0.8438365962633654,-0.46,-20.9,-5.38,6,12,-0.44,False,False
ThuSx3 NAS100,ThuSx3,NAS100,21,48,44,0.8438365962633654,-0.46,-23.4,-7.83,7,12,-4.37,False,False
MonSx3 UK100,MonSx3,UK100,21,48,44,0.8438365962633654,-0.47,-20.9,-6.53,4,12,-13.87,False,False
WedS NATGAS,WedS,NATGAS,21,48,44,0.8438365962633654,-0.52,-34.1,-13.91,4,12,-17.99,False,False
Frix2 NATGAS,Frix2,NATGAS,21,48,44,0.8438365962633654,-0.52,-52.7,-33.62,4,12,-14.86,False,False
MonSx2 XAGUSD,MonSx2,XAGUSD,21,48,44,0.8438365962633654,-0.54,-26.2,-9.0,3,11,-54.95,False,False
FriSx3 NATGAS,FriSx3,NATGAS,21,48,44,0.8438365962633654,-0.55,-54.2,-29.13,6,12,-61.95,False,False
TueSx2 NAS100,TueSx2,NAS100,21,48,44,0.8438365962633654,-0.56,-26.7,-8.75,5,12,-12.01,False,False
TOM BTCUSD,TOM,BTCUSD,21,48,44,0.8438365962633654,-0.56,-26.8,-9.29,7,11,-8.53,False,False
Monx2 WTI,Monx2,WTI,21,48,44,0.8438365962633654,-0.56,-29.2,-14.23,6,11,-30.78,False,False
TueSx2 FR40,TueSx2,FR40,21,48,44,0.8438365962633654,-0.57,-25.8,-11.63,7,12,-11.94,False,False
Thux2 NAS100,Thux2,NAS100,21,48,44,0.8438365962633654,-0.58,-28.0,-13.57,7,12,-4.68,False,False
Frix2 XAGUSD,Frix2,XAGUSD,21,48,44,0.8438365962633654,-0.61,-32.9,-13.35,4,12,6.1,False,False
MonSx3 FR40,MonSx3,FR40,21,48,44,0.8438365962633654,-0.67,-31.0,-14.98,6,12,-8.81,False,False
TueSx2 GER40,TueSx2,GER40,21,48,44,0.8438365962633654,-0.68,-30.1,-11.39,6,12,-5.25,False,False
TueS XAGUSD,TueS,XAGUSD,21,48,44,0.8438365962633654,-0.72,-31.7,-10.18,5,12,-44.85,False,False
MonSx3 US2000,MonSx3,US2000,21,48,44,0.8438365962633654,-0.89,-37.3,-8.33,3,11,-15.4,False,False
Monx3 WTI,Monx3,WTI,21,48,44,0.8438365962633654,-1.01,-44.8,-18.02,6,11,-23.5,False,False
Thux2 ETHUSD,Thux2,ETHUSD,21,48,44,0.8438365962633654,-1.2,-58.3,-25.07,3,12,-58.27,False,False
Thux3 BTCUSD,Thux3,BTCUSD,21,48,44,0.8438365962633654,-1.37,-58.1,-18.93,4,12,-37.68,False,False
Thux2 BTCUSD,Thux2,BTCUSD,21,48,44,0.8438365962633654,-1.52,-59.6,-16.63,4,12,-34.62,False,False
TueSx2 BTCUSD,TueSx2,BTCUSD,21,48,44,0.8438365962633654,-1.53,-61.3,-20.88,6,12,25.28,False,False
MonSx3 ETHUSD,MonSx3,ETHUSD,21,48,44,0.8438365962633654,-1.7,-71.8,-25.29,6,12,-21.0,False,False
Wedx3 BTCUSD,Wedx3,BTCUSD,20,48,42,0.9032936735690313,0.08,-25.7,-22.04,4,12,-33.24,False,False
TueSx3 AUDJPY,TueSx3,AUDJPY,20,48,42,0.9032936735690313,0.07,1.7,-7.36,5,12,-4.76,False,False
TOMS AUDUSD,TOMS,AUDUSD,20,48,42,0.9032936735690313,0.03,1.2,-2.78,3,11,-2.07,False,False
TueSx3 GBPJPY,TueSx3,GBPJPY,20,48,42,0.9032936735690313,0.01,-0.6,-3.89,5,12,2.62,False,False
Fri EURGBP,Fri,EURGBP,20,48,42,0.9032936735690313,0.01,0.1,-1.67,2,12,-2.39,False,False
WedSx2 NAS100,WedSx2,NAS100,20,48,42,0.9032936735690313,-0.01,-4.8,-10.5,5,12,12.93,False,False
WedS EURGBP,WedS,EURGBP,20,48,42,0.9032936735690313,-0.02,-1.3,-1.18,9,12,3.25,False,False
Thu AUDCAD,Thu,AUDCAD,20,48,42,0.9032936735690313,-0.02,-1.0,-1.71,4,12,-2.81,False,False
TueS NZDJPY,TueS,NZDJPY,20,48,42,0.9032936735690313,-0.03,-1.9,-2.55,4,12,-0.36,False,False
TueS CADJPY,TueS,CADJPY,20,48,42,0.9032936735690313,-0.03,-1.9,-2.83,5,12,-2.8,False,False
WedSx3 NATGAS,WedSx3,NATGAS,20,48,42,0.9032936735690313,-0.03,-47.9,-33.26,6,12,-41.94,False,False
MonSx3 EURAUD,MonSx3,EURAUD,20,48,42,0.9032936735690313,-0.03,-2.4,-4.02,9,12,11.64,False,False
MonSx2 EURCAD,MonSx2,EURCAD,20,48,42,0.9032936735690313,-0.04,-2.4,-2.92,5,12,-2.0,False,False
TOMS UK100,TOMS,UK100,20,48,42,0.9032936735690313,-0.06,-3.4,-2.18,5,11,-6.77,False,False
TueSx2 EURAUD,TueSx2,EURAUD,20,48,42,0.9032936735690313,-0.06,-3.2,-2.89,10,12,6.54,False,False
TOMS EURAUD,TOMS,EURAUD,20,48,42,0.9032936735690313,-0.06,-3.0,-2.46,10,11,5.59,False,False
TueS GBPCAD,TueS,GBPCAD,20,48,42,0.9032936735690313,-0.06,-2.9,-1.5,8,12,4.27,False,False
ThuSx2 US30,ThuSx2,US30,20,48,42,0.9032936735690313,-0.07,-5.2,-6.49,5,12,1.06,False,False
TueSx2 USDJPY,TueSx2,USDJPY,20,48,42,0.9032936735690313,-0.08,-4.4,-3.96,5,12,-3.49,False,False
ThuSx2 CHFJPY,ThuSx2,CHFJPY,20,48,42,0.9032936735690313,-0.08,-4.7,-4.08,6,12,1.07,False,False
Thu GBPUSD,Thu,GBPUSD,20,48,42,0.9032936735690313,-0.09,-4.7,-1.86,5,12,-2.69,False,False
Frix2 GBPUSD,Frix2,GBPUSD,20,48,42,0.9032936735690313,-0.09,-5.1,-4.05,10,12,3.13,False,False
TOMS NZDUSD,TOMS,NZDUSD,20,48,42,0.9032936735690313,-0.09,-4.5,-3.2,7,11,3.02,False,False
WedSx2 UK100,WedSx2,UK100,20,48,42,0.9032936735690313,-0.09,-5.6,-4.52,5,12,-6.79,False,False
Frix2 EURUSD,Frix2,EURUSD,20,48,42,0.9032936735690313,-0.1,-5.3,-3.33,4,12,-2.36,False,False
Thu EURUSD,Thu,EURUSD,20,48,42,0.9032936735690313,-0.11,-5.3,-2.02,5,12,-0.64,False,False
MonSx3 GBPAUD,MonSx3,GBPAUD,20,48,42,0.9032936735690313,-0.11,-5.5,-3.31,8,12,9.01,False,False
TueSx2 GBPCAD,TueSx2,GBPCAD,20,48,42,0.9032936735690313,-0.11,-5.2,-2.25,9,12,4.44,False,False
Thu NZDUSD,Thu,NZDUSD,20,48,42,0.9032936735690313,-0.12,-6.2,-2.39,4,12,-2.43,False,False
