cell,family,symbol,h0,span,known,plus_in,n_in,rate_in,p_binom,mean_m_in_pct,cum_in_pct,worst_m_in_pct,plus_oos,n_oos,cum_oos_pct,sig_bonf,sig_005
Mon EURUSD 08-12UTC,Mon,EURUSD,8,4,True,21,47,45,0.8091533011683936,-0.01,-0.7,-0.71,4,11,-0.04,False,False
Mon EURUSD 20-00UTC,Mon,EURUSD,20,4,False,21,47,45,0.8091533011683936,-0.01,-0.6,-0.56,1,11,-1.12,False,False
Mon USDJPY 16-00UTC,Mon,USDJPY,16,8,False,21,47,45,0.8091533011683936,-0.01,-0.4,-0.58,7,11,0.24,False,False
MonS USDJPY 08-12UTC,MonS,USDJPY,8,4,False,21,47,45,0.8091533011683936,-0.02,-1.0,-0.87,6,11,1.44,False,False
MonS USDJPY 16-20UTC,MonS,USDJPY,16,4,False,21,47,45,0.8091533011683936,-0.02,-1.1,-0.73,6,11,0.47,False,False
MonS EURJPY 16-00UTC,MonS,EURJPY,16,8,False,21,47,45,0.8091533011683936,-0.04,-2.0,-1.25,2,11,-1.01,False,False
Fri EURUSD 08-16UTC,Fri,EURUSD,8,8,False,21,47,45,0.8091533011683936,-0.07,-3.3,-1.76,5,11,-0.53,False,False
Fri EURJPY 08-12UTC,Fri,EURJPY,8,4,False,21,47,45,0.8091533011683936,-0.08,-3.6,-1.8,4,11,-0.31,False,False
Fri GBPJPY 04-08UTC,Fri,GBPJPY,4,4,False,21,47,45,0.8091533011683936,-0.08,-3.8,-1.16,4,11,-0.24,False,False
Mon NZDUSD 04-08UTC,Mon,NZDUSD,4,4,True,21,47,45,0.8091533011683936,-0.08,-4.0,-1.06,4,11,-1.1,False,False
MonS US500 12-16UTC,MonS,US500,12,4,False,21,47,45,0.8091533011683936,-0.08,-3.9,-2.38,4,11,-3.53,False,False
Mon USDCHF 16-20UTC,Mon,USDCHF,16,4,False,21,47,45,0.8091533011683936,-0.08,-3.5,-0.76,3,11,-2.21,False,False
Fri GBPJPY 00-04UTC,Fri,GBPJPY,0,4,False,21,47,45,0.8091533011683936,-0.09,-4.3,-1.84,5,11,-0.39,False,False
Fri USDCHF 04-08UTC,Fri,USDCHF,4,4,False,21,47,45,0.8091533011683936,-0.09,-4.1,-1.01,4,11,-1.38,False,False
Fri EURJPY 16-20UTC,Fri,EURJPY,16,4,False,21,47,45,0.8091533011683936,-0.1,-4.4,-1.12,6,11,-0.41,False,False
MonS GBPJPY 12-16UTC,MonS,GBPJPY,12,4,False,21,47,45,0.8091533011683936,-0.1,-4.6,-1.76,3,11,-1.86,False,False
Fri US500 00-08UTC,Fri,US500,0,8,False,21,47,45,0.8091533011683936,-0.1,-4.8,-1.49,3,11,-3.32,False,False
Mon GER40 08-12UTC,Mon,GER40,8,4,True,21,47,45,0.8091533011683936,-0.11,-5.5,-3.45,8,11,7.08,False,False
Fri USDCHF 08-16UTC,Fri,USDCHF,8,8,False,21,47,45,0.8091533011683936,-0.11,-5.4,-3.07,4,11,-3.01,False,False
Fri AUDUSD 00-04UTC,Fri,AUDUSD,0,4,False,21,47,45,0.8091533011683936,-0.12,-5.5,-1.58,4,11,-1.98,False,False
Fri USDJPY 12-16UTC,Fri,USDJPY,12,4,False,21,47,45,0.8091533011683936,-0.13,-6.2,-3.23,5,11,-2.68,False,False
MonS GBPJPY 08-12UTC,MonS,GBPJPY,8,4,False,21,47,45,0.8091533011683936,-0.15,-6.9,-1.94,2,11,-2.11,False,False
Mon NZDUSD 08-16UTC,Mon,NZDUSD,8,8,True,21,47,45,0.8091533011683936,-0.23,-10.2,-2.44,7,11,1.64,False,False
Fri NZDUSD 08-16UTC,Fri,NZDUSD,8,8,False,21,47,45,0.8091533011683936,-0.26,-11.6,-2.8,4,11,-0.56,False,False
ThuS GER40 00-04UTC,ThuS,GER40,0,4,False,21,48,44,0.8438365962633654,0.09,4.3,-1.01,5,11,6.13,False,False
ThuS US500 00-08UTC,ThuS,US500,0,8,False,21,48,44,0.8438365962633654,0.08,3.9,-1.6,4,11,-0.12,False,False
TueS EURJPY 00-04UTC,TueS,EURJPY,0,4,False,21,48,44,0.8438365962633654,0.05,2.2,-0.87,8,11,1.53,False,False
WedS AUDJPY 04-08UTC,WedS,AUDJPY,4,4,False,21,48,44,0.8438365962633654,0.03,1.5,-1.08,5,11,0.22,False,False
Wed US500 08-16UTC,Wed,US500,8,8,False,21,48,44,0.8438365962633654,0.03,1.2,-2.81,6,11,-0.09,False,False
TueS GER40 08-16UTC,TueS,GER40,8,8,False,21,48,44,0.8438365962633654,0.02,0.0,-4.77,6,11,5.96,False,False
Wed NZDUSD 12-16UTC,Wed,NZDUSD,12,4,False,21,48,44,0.8438365962633654,0.02,0.6,-1.66,4,11,-1.61,False,False
Tue AUDJPY 20-00UTC,Tue,AUDJPY,20,4,False,21,48,44,0.8438365962633654,-0.0,-0.1,-0.81,5,11,1.04,False,False
Wed EURJPY 08-16UTC,Wed,EURJPY,8,8,False,21,48,44,0.8438365962633654,0.0,0.0,-2.68,5,11,1.29,False,False
TueS USDCHF 08-16UTC,TueS,USDCHF,8,8,False,21,48,44,0.8438365962633654,-0.01,-0.8,-1.6,9,11,2.05,False,False
WedS AUDJPY 12-16UTC,WedS,AUDJPY,12,4,False,21,48,44,0.8438365962633654,-0.02,-0.9,-1.35,2,11,-1.63,False,False
Tue GBPJPY 08-12UTC,Tue,GBPJPY,8,4,False,21,48,44,0.8438365962633654,-0.03,-1.6,-1.86,5,11,-1.16,False,False
Tue GBPUSD 00-08UTC,Tue,GBPUSD,0,8,False,21,48,44,0.8438365962633654,-0.03,-1.6,-0.99,3,11,-3.43,False,False
WedS GBPUSD 12-16UTC,WedS,GBPUSD,12,4,False,21,48,44,0.8438365962633654,-0.03,-1.3,-2.77,5,11,-0.66,False,False
TueS US500 16-00UTC,TueS,US500,16,8,False,21,48,44,0.8438365962633654,-0.03,-1.9,-2.13,3,11,-9.22,False,False
Wed US500 16-20UTC,Wed,US500,16,4,False,21,48,44,0.8438365962633654,-0.04,-2.4,-2.36,7,11,-1.29,False,False
Wed USDCHF 00-04UTC,Wed,USDCHF,0,4,False,21,48,44,0.8438365962633654,-0.04,-1.8,-1.2,3,11,-1.4,False,False
Thu USDCHF 08-16UTC,Thu,USDCHF,8,8,False,21,48,44,0.8438365962633654,-0.04,-2.1,-3.35,5,11,-1.59,False,False
Thu USDJPY 04-08UTC,Thu,USDJPY,4,4,False,21,48,44,0.8438365962633654,-0.04,-1.8,-1.39,6,11,1.13,False,False
Tue EURUSD 16-20UTC,Tue,EURUSD,16,4,False,21,48,44,0.8438365962633654,-0.05,-2.4,-0.78,3,11,-0.61,False,False
Thu GBPJPY 20-00UTC,Thu,GBPJPY,20,4,False,21,48,44,0.8438365962633654,-0.05,-2.4,-0.64,5,11,-0.34,False,False
Thu GBPUSD 16-20UTC,Thu,GBPUSD,16,4,False,21,48,44,0.8438365962633654,-0.05,-2.5,-1.04,4,11,-1.83,False,False
Wed USDCHF 08-12UTC,Wed,USDCHF,8,4,False,21,48,44,0.8438365962633654,-0.05,-2.5,-1.16,7,11,1.08,False,False
Wed AUDUSD 08-16UTC,Wed,AUDUSD,8,8,False,21,48,44,0.8438365962633654,-0.06,-3.1,-1.49,2,11,-1.88,False,False
Thu GBPUSD 00-04UTC,Thu,GBPUSD,0,4,False,21,48,44,0.8438365962633654,-0.06,-2.7,-1.14,5,11,-1.45,False,False
Wed USDJPY 08-12UTC,Wed,USDJPY,8,4,False,21,48,44,0.8438365962633654,-0.07,-3.5,-1.27,6,11,1.65,False,False
WedS AUDJPY 00-08UTC,WedS,AUDJPY,0,8,False,21,48,44,0.8438365962633654,-0.08,-3.9,-4.04,4,11,-0.78,False,False
WedS EURJPY 00-04UTC,WedS,EURJPY,0,4,False,21,48,44,0.8438365962633654,-0.09,-4.3,-2.26,8,11,1.04,False,False
Wed GBPUSD 04-08UTC,Wed,GBPUSD,4,4,False,21,48,44,0.8438365962633654,-0.09,-4.1,-0.83,3,11,-1.18,False,False
Thu US500 08-16UTC,Thu,US500,8,8,False,21,48,44,0.8438365962633654,-0.09,-4.5,-2.98,4,11,-5.07,False,False
Tue USDCHF 12-16UTC,Tue,USDCHF,12,4,False,21,48,44,0.8438365962633654,-0.09,-4.1,-1.89,3,11,-2.52,False,False
Wed GER40 20-00UTC,Wed,GER40,20,4,False,21,48,44,0.8438365962633654,-0.1,-4.8,-2.21,3,11,-2.3,False,False
Wed USDCHF 16-20UTC,Wed,USDCHF,16,4,False,21,48,44,0.8438365962633654,-0.1,-4.8,-1.12,6,11,1.48,False,False
Thu EURUSD 12-16UTC,Thu,EURUSD,12,4,False,21,48,44,0.8438365962633654,-0.11,-5.2,-2.02,5,11,-0.81,False,False
Wed GER40 00-08UTC,Wed,GER40,0,8,False,21,48,44,0.8438365962633654,-0.11,-5.4,-3.0,7,11,0.85,False,False
WedS USDJPY 00-08UTC,WedS,USDJPY,0,8,False,21,48,44,0.8438365962633654,-0.11,-5.3,-2.56,7,11,1.61,False,False
Tue AUDJPY 08-12UTC,Tue,AUDJPY,8,4,False,21,48,44,0.8438365962633654,-0.12,-5.8,-1.57,7,11,0.21,False,False
Tue AUDJPY 12-16UTC,Tue,AUDJPY,12,4,False,21,48,44,0.8438365962633654,-0.12,-5.5,-1.79,7,11,1.31,False,False
TueS AUDJPY 16-00UTC,TueS,AUDJPY,16,8,False,21,48,44,0.8438365962633654,-0.12,-5.7,-2.63,2,11,-3.56,False,False
Thu AUDJPY 12-16UTC,Thu,AUDJPY,12,4,False,21,48,44,0.8438365962633654,-0.12,-5.7,-1.38,5,11,-2.72,False,False
TueS EURJPY 16-00UTC,TueS,EURJPY,16,8,False,21,48,44,0.8438365962633654,-0.12,-5.7,-2.19,4,11,-0.91,False,False
Tue EURJPY 12-16UTC,Tue,EURJPY,12,4,False,21,48,44,0.8438365962633654,-0.13,-6.1,-1.55,6,11,1.06,False,False
Thu GBPJPY 00-08UTC,Thu,GBPJPY,0,8,False,21,48,44,0.8438365962633654,-0.13,-6.4,-2.84,6,11,1.4,False,False
Thu US500 12-16UTC,Thu,US500,12,4,False,21,48,44,0.8438365962633654,-0.13,-6.3,-2.87,4,11,-4.14,False,False
Thu GER40 16-20UTC,Thu,GER40,16,4,False,21,48,44,0.8438365962633654,-0.14,-6.4,-1.36,5,11,-3.55,False,False
Thu USDJPY 08-12UTC,Thu,USDJPY,8,4,False,21,48,44,0.8438365962633654,-0.14,-6.7,-3.46,6,11,-2.26,False,False
Tue EURUSD 08-12UTC,Tue,EURUSD,8,4,False,21,48,44,0.8438365962633654,-0.17,-8.0,-1.27,5,11,-0.96,False,False
Tue AUDUSD 08-16UTC,Tue,AUDUSD,8,8,False,21,48,44,0.8438365962633654,-0.29,-13.0,-3.49,7,11,1.27,False,False
Mon GER40 08-16UTC,Mon,GER40,8,8,True,20,47,43,0.8785198913583372,0.08,3.3,-4.02,6,11,9.18,False,False
FriS EURJPY 08-16UTC,FriS,EURJPY,8,8,False,20,47,43,0.8785198913583372,0.04,1.6,-2.2,8,11,1.3,False,False
Mon AUDJPY 16-00UTC,Mon,AUDJPY,16,8,False,20,47,43,0.8785198913583372,-0.02,-1.0,-1.18,7,11,1.31,False,False
Mon EURUSD 00-04UTC,Mon,EURUSD,0,4,False,20,47,43,0.8785198913583372,-0.07,-3.4,-0.69,7,11,1.16,False,False
MonS GER40 12-16UTC,MonS,GER40,12,4,False,20,47,43,0.8785198913583372,-0.07,-3.3,-1.85,5,11,-0.62,False,False
Fri USDJPY 00-04UTC,Fri,USDJPY,0,4,False,20,47,43,0.8785198913583372,-0.09,-4.3,-1.29,6,11,-0.07,False,False
MonS AUDJPY 12-16UTC,MonS,AUDJPY,12,4,False,20,47,43,0.8785198913583372,-0.11,-5.2,-2.51,5,11,-0.77,False,False
Mon NZDUSD 08-12UTC,Mon,NZDUSD,8,4,True,20,47,43,0.8785198913583372,-0.11,-4.9,-0.95,5,11,0.71,False,False
Fri GBPJPY 00-08UTC,Fri,GBPJPY,0,8,False,20,47,43,0.8785198913583372,-0.12,-5.8,-2.76,5,11,-0.18,False,False
Fri GER40 12-16UTC,Fri,GER40,12,4,False,20,47,43,0.8785198913583372,-0.12,-5.6,-3.53,4,11,-4.04,False,False
Mon NZDUSD 16-20UTC,Mon,NZDUSD,16,4,False,20,47,43,0.8785198913583372,-0.12,-5.4,-1.09,3,11,-0.34,False,False
Mon AUDJPY 00-04UTC,Mon,AUDJPY,0,4,False,20,47,43,0.8785198913583372,-0.16,-7.6,-1.66,6,11,0.16,False,False
Fri AUDUSD 12-16UTC,Fri,AUDUSD,12,4,False,20,47,43,0.8785198913583372,-0.17,-8.0,-2.19,6,11,-0.59,False,False
Fri AUDUSD 00-08UTC,Fri,AUDUSD,0,8,False,20,47,43,0.8785198913583372,-0.17,-7.8,-2.23,3,11,-3.38,False,False
MonS USDJPY 08-16UTC,MonS,USDJPY,8,8,False,20,47,43,0.8785198913583372,-0.23,-10.4,-2.32,7,11,1.13,False,False
WedS EURJPY 04-08UTC,WedS,EURJPY,4,4,False,20,48,42,0.9032936735690313,0.06,2.7,-0.8,8,11,1.52,False,False
TueS AUDUSD 16-00UTC,TueS,AUDUSD,16,8,False,20,48,42,0.9032936735690313,0.04,1.7,-1.14,5,11,-3.24,False,False
Wed AUDJPY 00-04UTC,Wed,AUDJPY,0,4,False,20,48,42,0.9032936735690313,0.02,0.9,-1.33,5,11,0.06,False,False
Thu GBPJPY 16-00UTC,Thu,GBPJPY,16,8,False,20,48,42,0.9032936735690313,-0.01,-0.8,-2.05,4,11,-0.28,False,False
Tue EURJPY 04-08UTC,Tue,EURJPY,4,4,False,20,48,42,0.9032936735690313,-0.02,-1.0,-0.77,5,11,-0.3,False,False
Thu GBPUSD 16-00UTC,Thu,GBPUSD,16,8,False,20,48,42,0.9032936735690313,-0.02,-1.1,-1.47,4,11,-1.72,False,False
Wed USDJPY 16-20UTC,Wed,USDJPY,16,4,False,20,48,42,0.9032936735690313,-0.02,-1.0,-1.5,9,11,2.59,False,False
TueS USDJPY 08-16UTC,TueS,USDJPY,8,8,False,20,48,42,0.9032936735690313,-0.04,-2.3,-2.79,5,11,-0.07,False,False
Thu GBPJPY 04-08UTC,Thu,GBPJPY,4,4,False,20,48,42,0.9032936735690313,-0.05,-2.3,-2.0,7,11,1.38,False,False
Thu EURJPY 04-08UTC,Thu,EURJPY,4,4,False,20,48,42,0.9032936735690313,-0.06,-2.8,-2.35,7,11,1.18,False,False
Wed US500 08-12UTC,Wed,US500,8,4,False,20,48,42,0.9032936735690313,-0.06,-2.9,-1.81,5,11,-0.69,False,False
Wed AUDJPY 08-16UTC,Wed,AUDJPY,8,8,False,20,48,42,0.9032936735690313,-0.07,-3.5,-2.27,6,11,2.43,False,False
Wed AUDUSD 16-20UTC,Wed,AUDUSD,16,4,False,20,48,42,0.9032936735690313,-0.07,-3.6,-1.27,4,11,-3.39,False,False
Wed NZDUSD 04-08UTC,Wed,NZDUSD,4,4,False,20,48,42,0.9032936735690313,-0.07,-3.5,-1.36,6,11,-0.33,False,False
Wed USDJPY 04-08UTC,Wed,USDJPY,4,4,False,20,48,42,0.9032936735690313,-0.07,-3.2,-2.78,4,11,-1.41,False,False
Thu EURUSD 00-08UTC,Thu,EURUSD,0,8,False,20,48,42,0.9032936735690313,-0.08,-3.8,-1.16,4,11,-1.4,False,False
Thu GBPUSD 00-08UTC,Thu,GBPUSD,0,8,False,20,48,42,0.9032936735690313,-0.08,-3.8,-1.36,3,11,-1.48,False,False
Thu USDCHF 12-16UTC,Thu,USDCHF,12,4,False,20,48,42,0.9032936735690313,-0.08,-3.7,-2.21,4,11,-2.02,False,False
Thu AUDUSD 04-08UTC,Thu,AUDUSD,4,4,False,20,48,42,0.9032936735690313,-0.09,-4.3,-1.05,5,11,-1.33,False,False
WedS EURJPY 00-08UTC,WedS,EURJPY,0,8,False,20,48,42,0.9032936735690313,-0.09,-4.2,-2.32,7,11,2.0,False,False
Thu EURJPY 12-16UTC,Thu,EURJPY,12,4,False,20,48,42,0.9032936735690313,-0.09,-4.5,-1.25,3,11,-1.48,False,False
Thu AUDJPY 16-00UTC,Thu,AUDJPY,16,8,False,20,48,42,0.9032936735690313,-0.1,-4.8,-2.13,4,11,-0.81,False,False
Thu USDCHF 04-08UTC,Thu,USDCHF,4,4,False,20,48,42,0.9032936735690313,-0.1,-4.6,-1.33,5,11,-0.43,False,False
Thu GBPUSD 08-16UTC,Thu,GBPUSD,8,8,False,20,48,42,0.9032936735690313,-0.11,-5.6,-2.07,4,11,-2.85,False,False
Tue GER40 04-08UTC,Tue,GER40,4,4,False,20,48,42,0.9032936735690313,-0.11,-5.2,-1.63,6,11,0.28,False,False
Tue USDCHF 00-08UTC,Tue,USDCHF,0,8,False,20,48,42,0.9032936735690313,-0.11,-5.2,-0.92,4,11,-0.63,False,False
Wed EURJPY 08-12UTC,Wed,EURJPY,8,4,False,20,48,42,0.9032936735690313,-0.12,-5.5,-1.99,5,11,0.39,False,False
Tue GBPUSD 08-12UTC,Tue,GBPUSD,8,4,False,20,48,42,0.9032936735690313,-0.12,-5.9,-1.52,3,11,-2.06,False,False
Wed AUDUSD 20-00UTC,Wed,AUDUSD,20,4,False,20,48,42,0.9032936735690313,-0.14,-6.5,-0.81,3,11,-1.61,False,False
Thu GBPJPY 00-04UTC,Thu,GBPJPY,0,4,False,20,48,42,0.9032936735690313,-0.14,-6.4,-1.57,5,11,-0.4,False,False
Tue NZDUSD 04-08UTC,Tue,NZDUSD,4,4,False,20,48,42,0.9032936735690313,-0.14,-6.4,-1.08,4,11,-2.74,False,False
Thu AUDUSD 12-16UTC,Thu,AUDUSD,12,4,False,20,48,42,0.9032936735690313,-0.15,-7.0,-2.51,5,11,-2.23,False,False
Tue EURJPY 08-16UTC,Tue,EURJPY,8,8,False,20,48,42,0.9032936735690313,-0.15,-7.1,-2.3,6,11,1.59,False,False
Thu USDJPY 08-16UTC,Thu,USDJPY,8,8,False,20,48,42,0.9032936735690313,-0.15,-7.0,-2.66,5,11,-3.2,False,False
Tue GER40 00-08UTC,Tue,GER40,0,8,False,20,48,42,0.9032936735690313,-0.16,-7.4,-2.08,4,11,-4.4,False,False
Tue AUDJPY 04-08UTC,Tue,AUDJPY,4,4,False,20,48,42,0.9032936735690313,-0.17,-7.7,-1.82,6,11,-0.65,False,False
Thu GBPJPY 08-12UTC,Thu,GBPJPY,8,4,False,20,48,42,0.9032936735690313,-0.17,-7.9,-2.39,5,11,-3.86,False,False
Tue GER40 12-16UTC,Tue,GER40,12,4,False,20,48,42,0.9032936735690313,-0.19,-9.2,-4.76,5,11,-3.74,False,False
Thu US500 16-20UTC,Thu,US500,16,4,False,20,48,42,0.9032936735690313,-0.24,-11.2,-3.37,4,11,-4.45,False,False
Tue NZDUSD 08-16UTC,Tue,NZDUSD,8,8,False,20,48,42,0.9032936735690313,-0.27,-12.5,-4.28,4,11,-0.22,False,False
ThuS GER40 00-08UTC,ThuS,GER40,0,8,False,19,48,40,0.9442985544694906,0.1,4.3,-2.7,5,11,1.48,False,False
Mon GER40 20-00UTC,Mon,GER40,20,4,False,19,47,40,0.9280674557797255,0.02,0.8,-0.79,4,11,-2.07,False,False
Wed GER40 16-20UTC,Wed,GER40,16,4,False,19,48,40,0.9442985544694906,0.02,0.4,-1.14,7,11,-0.22,False,False
Mon GBPUSD 04-08UTC,Mon,GBPUSD,4,4,True,19,47,40,0.9280674557797255,0.01,0.6,-0.6,7,11,-0.28,False,False
Tue USDCHF 08-12UTC,Tue,USDCHF,8,4,False,19,48,40,0.9442985544694906,0.0,0.1,-0.95,4,11,-0.73,False,False
Tue EURUSD 04-08UTC,Tue,EURUSD,4,4,False,19,48,40,0.9442985544694906,-0.02,-1.1,-0.74,3,11,-1.36,False,False
WedS EURJPY 16-20UTC,WedS,EURJPY,16,4,False,19,48,40,0.9442985544694906,-0.05,-2.6,-1.24,6,11,-0.24,False,False
Tue EURUSD 20-00UTC,Tue,EURUSD,20,4,False,19,48,40,0.9442985544694906,-0.05,-2.5,-0.33,4,11,0.54,False,False
Mon EURUSD 08-16UTC,Mon,EURUSD,8,8,True,19,47,40,0.9280674557797255,-0.06,-2.8,-1.26,6,11,0.32,False,False
Fri GBPUSD 16-20UTC,Fri,GBPUSD,16,4,False,19,47,40,0.9280674557797255,-0.06,-2.7,-0.9,5,11,-0.59,False,False
Thu GBPJPY 12-16UTC,Thu,GBPJPY,12,4,False,19,48,40,0.9442985544694906,-0.07,-3.3,-1.42,5,11,-1.81,False,False
Wed USDCHF 00-08UTC,Wed,USDCHF,0,8,False,19,48,40,0.9442985544694906,-0.07,-3.3,-1.16,5,11,-1.47,False,False
Thu USDJPY 16-00UTC,Thu,USDJPY,16,8,False,19,48,40,0.9442985544694906,-0.07,-3.5,-2.11,6,11,0.66,False,False
Tue AUDUSD 20-00UTC,Tue,AUDUSD,20,4,False,19,48,40,0.9442985544694906,-0.08,-3.7,-0.89,6,11,1.52,False,False
Wed GBPJPY 08-16UTC,Wed,GBPJPY,8,8,False,19,48,40,0.9442985544694906,-0.08,-3.7,-3.1,8,11,5.11,False,False
Mon USDCHF 04-08UTC,Mon,USDCHF,4,4,True,19,47,40,0.9280674557797255,-0.09,-4.4,-1.08,2,11,-1.89,False,False
Fri GBPJPY 08-16UTC,Fri,GBPJPY,8,8,False,19,47,40,0.9280674557797255,-0.1,-4.8,-1.98,3,11,-0.39,False,False
Thu GBPUSD 08-12UTC,Thu,GBPUSD,8,4,False,19,48,40,0.9442985544694906,-0.1,-5.0,-1.59,4,11,-2.43,False,False
Wed US500 00-04UTC,Wed,US500,0,4,False,19,48,40,0.9442985544694906,-0.11,-5.1,-1.77,6,11,0.27,False,False
Mon USDCHF 00-08UTC,Mon,USDCHF,0,8,False,19,47,40,0.9280674557797255,-0.11,-5.2,-1.19,3,11,-3.95,False,False
Tue USDCHF 04-08UTC,Tue,USDCHF,4,4,False,19,48,40,0.9442985544694906,-0.11,-5.0,-0.83,5,11,-0.91,False,False
Mon EURJPY 00-04UTC,Mon,EURJPY,0,4,False,19,47,40,0.9280674557797255,-0.12,-5.4,-1.51,6,11,-0.73,False,False
WedS USDJPY 00-04UTC,WedS,USDJPY,0,4,False,19,48,40,0.9442985544694906,-0.12,-5.6,-2.16,9,11,0.85,False,False
Mon AUDUSD 00-04UTC,Mon,AUDUSD,0,4,False,19,47,40,0.9280674557797255,-0.13,-6.1,-1.08,6,11,1.87,False,False
Thu AUDUSD 16-00UTC,Thu,AUDUSD,16,8,False,19,48,40,0.9442985544694906,-0.13,-6.0,-1.64,4,11,-2.51,False,False
Thu EURJPY 00-04UTC,Thu,EURJPY,0,4,False,19,48,40,0.9442985544694906,-0.13,-6.3,-1.45,5,11,-0.32,False,False
MonS GBPJPY 04-08UTC,MonS,GBPJPY,4,4,False,19,47,40,0.9280674557797255,-0.13,-6.1,-2.3,6,11,-0.19,False,False
MonS US500 08-16UTC,MonS,US500,8,8,False,19,47,40,0.9280674557797255,-0.13,-6.2,-3.72,4,11,-8.15,False,False
Wed USDCHF 04-08UTC,Wed,USDCHF,4,4,False,19,48,40,0.9442985544694906,-0.13,-5.9,-0.99,5,11,-1.34,False,False
Mon USDJPY 00-04UTC,Mon,USDJPY,0,4,False,19,47,40,0.9280674557797255,-0.13,-6.0,-1.78,3,11,-2.79,False,False
Mon AUDUSD 12-16UTC,Mon,AUDUSD,12,4,False,19,47,40,0.9280674557797255,-0.14,-6.4,-1.8,6,11,-0.05,False,False
Mon GBPUSD 00-04UTC,Mon,GBPUSD,0,4,False,19,47,40,0.9280674557797255,-0.14,-6.3,-3.16,6,11,1.17,False,False
Wed GBPUSD 08-12UTC,Wed,GBPUSD,8,4,False,19,48,40,0.9442985544694906,-0.14,-6.6,-1.82,5,11,-0.41,False,False
Wed GBPUSD 00-08UTC,Wed,GBPUSD,0,8,False,19,48,40,0.9442985544694906,-0.14,-6.6,-1.27,4,11,-0.88,False,False
Thu USDCHF 00-08UTC,Thu,USDCHF,0,8,False,19,48,40,0.9442985544694906,-0.14,-6.5,-1.58,5,11,0.13,False,False
Tue AUDJPY 08-16UTC,Tue,AUDJPY,8,8,False,19,48,40,0.9442985544694906,-0.15,-7.0,-1.82,6,11,2.43,False,False
Fri GBPUSD 08-12UTC,Fri,GBPUSD,8,4,False,19,47,40,0.9280674557797255,-0.15,-7.0,-2.82,5,11,-1.82,False,False
Fri GER40 04-08UTC,Fri,GER40,4,4,False,19,47,40,0.9280674557797255,-0.15,-7.1,-2.17,6,11,-0.11,False,False
Thu GER40 08-12UTC,Thu,GER40,8,4,False,19,48,40,0.9442985544694906,-0.16,-7.8,-5.7,5,11,-1.8,False,False
Mon USDCHF 08-12UTC,Mon,USDCHF,8,4,True,19,47,40,0.9280674557797255,-0.16,-7.1,-1.68,5,11,0.05,False,False
Thu NZDUSD 16-00UTC,Thu,NZDUSD,16,8,False,19,48,40,0.9442985544694906,-0.17,-8.0,-1.76,4,11,-2.86,False,False
Tue AUDUSD 12-16UTC,Tue,AUDUSD,12,4,False,19,48,40,0.9442985544694906,-0.18,-8.5,-3.31,6,11,0.78,False,False
Fri EURUSD 08-12UTC,Fri,EURUSD,8,4,False,19,47,40,0.9280674557797255,-0.18,-8.0,-1.64,3,11,-1.64,False,False
Wed AUDUSD 00-04UTC,Wed,AUDUSD,0,4,False,19,48,40,0.9442985544694906,-0.19,-8.8,-2.05,6,11,-0.2,False,False
Wed NZDUSD 00-08UTC,Wed,NZDUSD,0,8,False,19,48,40,0.9442985544694906,-0.19,-8.7,-2.78,5,11,0.61,False,False
Tue NZDUSD 12-16UTC,Tue,NZDUSD,12,4,False,19,48,40,0.9442985544694906,-0.2,-9.5,-3.72,4,11,-0.31,False,False
Fri GER40 00-04UTC,Fri,GER40,0,4,False,19,47,40,0.9280674557797255,-0.21,-9.5,-4.59,3,11,-2.71,False,False
Fri GER40 00-08UTC,Fri,GER40,0,8,False,19,47,40,0.9280674557797255,-0.24,-10.7,-2.56,6,11,-1.46,False,False
Thu US500 16-00UTC,Thu,US500,16,8,False,19,48,40,0.9442985544694906,-0.24,-11.2,-5.17,6,11,-2.66,False,False
Thu AUDJPY 08-16UTC,Thu,AUDJPY,8,8,False,19,48,40,0.9442985544694906,-0.29,-13.2,-2.62,4,11,-6.08,False,False
Mon US500 20-00UTC,Mon,US500,20,4,False,18,47,38,0.9605296531592558,0.03,1.5,-1.13,2,11,-2.48,False,False
TueS USDJPY 08-12UTC,TueS,USDJPY,8,4,False,18,48,38,0.9702683123731148,-0.01,-0.7,-1.02,4,11,-0.05,False,False
MonS AUDJPY 04-08UTC,MonS,AUDJPY,4,4,False,18,47,38,0.9605296531592558,-0.07,-3.4,-1.19,5,11,-0.48,False,False
Fri USDCHF 16-20UTC,Fri,USDCHF,16,4,False,18,47,38,0.9605296531592558,-0.07,-3.4,-1.02,5,11,-0.24,False,False
Fri GBPUSD 00-04UTC,Fri,GBPUSD,0,4,False,18,47,38,0.9605296531592558,-0.08,-3.8,-0.64,1,11,-1.18,False,False
Mon US500 08-12UTC,Mon,US500,8,4,True,18,47,38,0.9605296531592558,-0.08,-3.7,-2.27,5,11,3.46,False,False
Thu GBPUSD 04-08UTC,Thu,GBPUSD,4,4,False,18,48,38,0.9702683123731148,-0.09,-4.3,-1.22,4,11,-0.58,False,False
Wed US500 04-08UTC,Wed,US500,4,4,False,18,48,38,0.9702683123731148,-0.09,-4.2,-1.25,4,11,-0.21,False,False
Mon EURUSD 16-20UTC,Mon,EURUSD,16,4,False,18,47,38,0.9605296531592558,-0.1,-4.5,-0.77,3,11,0.21,False,False
