cell,family,symbol,h0,span,plus_in,n_in,rate_in,p_binom,mean_m_in_pct,worst_m_in_pct,plus_pre,n_pre,p_pre,plus_oos,n_oos,cum_oos_pct,sig_bonf,sig_005,pre_sig
ThuS CHFJPY 16-20UTC,ThuS,CHFJPY,16,4,22,39,56,0.26119869024842046,0.04,-1.18,39,69,0.16777880911700757,4,12,-2.06,False,False,False
MonS EURAUD 00-04UTC,MonS,EURAUD,0,4,22,39,56,0.26119869024842046,0.04,-0.92,50,69,0.00012219850828878748,8,12,1.07,False,False,True
TueS EURAUD 08-12UTC,TueS,EURAUD,8,4,22,39,56,0.26119869024842046,0.04,-1.43,43,69,0.026644681908256817,9,12,1.65,False,False,True
MonS CHFJPY 16-20UTC,MonS,CHFJPY,16,4,22,39,56,0.26119869024842046,0.03,-0.46,40,69,0.11420011267664848,3,12,-1.55,False,False,False
MonS EURAUD 20-00UTC,MonS,EURAUD,20,4,22,39,56,0.26119869024842046,0.03,-0.3,40,69,0.11420011267664848,5,12,0.09,False,False,False
ThuS EURAUD 12-16UTC,ThuS,EURAUD,12,4,22,39,56,0.26119869024842046,0.03,-1.17,30,69,0.8857998873233515,7,12,0.3,False,False,False
FriS XAUUSD 20-00UTC,FriS,XAUUSD,20,4,22,39,56,0.26119869024842046,0.03,-0.78,5,9,,8,12,0.72,False,False,False
MonS NZDJPY 12-16UTC,MonS,NZDJPY,12,4,22,39,56,0.26119869024842046,0.02,-1.58,36,69,0.40497452645946236,7,12,-0.26,False,False,False
Tue GBPAUD 00-04UTC,Tue,GBPAUD,0,4,22,39,56,0.26119869024842046,0.02,-0.76,26,69,0.9852532532343413,5,12,0.04,False,False,False
Fri GBPAUD 16-20UTC,Fri,GBPAUD,16,4,22,39,56,0.26119869024842046,0.02,-0.84,27,69,0.9733553180917431,7,12,-0.42,False,False,False
ThuS EURAUD 20-00UTC,ThuS,EURAUD,20,4,22,39,56,0.26119869024842046,0.01,-0.47,42,69,0.04559324528350576,4,12,-1.0,False,False,True
MonS NZDJPY 16-00UTC,MonS,NZDJPY,16,8,22,39,56,0.26119869024842046,-0.0,-1.85,40,69,0.11420011267664848,6,12,-0.11,False,False,False
TueS GBPAUD 08-12UTC,TueS,GBPAUD,8,4,22,39,56,0.26119869024842046,-0.01,-1.1,43,69,0.026644681908256817,7,12,1.63,False,False,True
Tue XAUUSD 00-04UTC,Tue,XAUUSD,0,4,22,39,56,0.26119869024842046,-0.02,-1.22,5,9,,10,12,5.32,False,False,False
Wed NZDJPY 04-08UTC,Wed,NZDJPY,4,4,22,39,56,0.26119869024842046,-0.03,-2.63,29,69,0.9259839096536209,7,12,0.12,False,False,False
TueS GBPAUD 08-16UTC,TueS,GBPAUD,8,8,22,39,56,0.26119869024842046,-0.08,-1.73,34,69,0.5950254735405377,6,12,0.66,False,False,False
Wed XAUUSD 16-20UTC,Wed,XAUUSD,16,4,22,39,56,0.26119869024842046,-0.12,-1.6,4,9,,6,12,0.46,False,False,False
ThuS NAS100 16-00UTC,ThuS,NAS100,16,8,21,31,68,0.035377772990614176,0.4,-3.27,23,42,0.32198447818518616,4,9,3.36,False,True,False
FriS NAS100 20-00UTC,FriS,NAS100,20,4,21,31,68,0.035377772990614176,0.18,-0.88,28,42,0.021779260961920954,6,9,0.92,False,True,True
WedS NAS100 04-08UTC,WedS,NAS100,4,4,21,31,68,0.035377772990614176,0.17,-1.62,20,42,0.6780155218148138,3,9,-2.8,False,True,False
FriS NAS100 00-08UTC,FriS,NAS100,0,8,21,31,68,0.035377772990614176,0.13,-1.57,24,42,0.22039953367129783,5,9,1.56,False,True,False
ThuS XAUUSD 12-16UTC,ThuS,XAUUSD,12,4,21,39,54,0.37462931238042074,0.24,-2.6,6,9,,6,12,-0.23,False,False,False
FriS XAUUSD 08-12UTC,FriS,XAUUSD,8,4,21,39,54,0.37462931238042074,0.19,-1.04,7,9,,7,12,3.07,False,False,False
FriS NZDJPY 08-16UTC,FriS,NZDJPY,8,8,21,39,54,0.37462931238042074,0.17,-1.85,48,69,0.0007751584747434322,7,12,4.13,False,False,True
Fri XAUUSD 00-08UTC,Fri,XAUUSD,0,8,21,39,54,0.37462931238042074,0.17,-1.29,4,9,,6,12,-3.82,False,False,False
MonS XAUUSD 08-12UTC,MonS,XAUUSD,8,4,21,39,54,0.37462931238042074,0.15,-0.95,5,9,,4,12,-4.4,False,False,False
Wed CHFJPY 00-08UTC,Wed,CHFJPY,0,8,21,39,54,0.37462931238042074,0.14,-2.02,23,69,0.9982275935764895,7,12,0.16,False,False,False
TueS NZDJPY 00-04UTC,TueS,NZDJPY,0,4,21,39,54,0.37462931238042074,0.14,-1.3,34,69,0.5950254735405377,9,12,1.89,False,False,False
TueS CADJPY 00-08UTC,TueS,CADJPY,0,8,21,39,54,0.37462931238042074,0.13,-1.48,34,69,0.5950254735405377,10,12,3.14,False,False,False
ThuS NZDJPY 16-20UTC,ThuS,NZDJPY,16,4,21,39,54,0.37462931238042074,0.13,-0.97,45,69,0.0077161487268506326,7,12,1.86,False,False,True
ThuS NZDJPY 16-00UTC,ThuS,NZDJPY,16,8,21,39,54,0.37462931238042074,0.13,-1.03,44,69,0.014746746765658644,9,12,2.8,False,False,True
Tue EURAUD 00-08UTC,Tue,EURAUD,0,8,21,39,54,0.37462931238042074,0.13,-2.08,30,69,0.8857998873233515,6,12,0.38,False,False,False
FriS CADJPY 08-12UTC,FriS,CADJPY,8,4,21,39,54,0.37462931238042074,0.12,-0.69,43,69,0.026644681908256817,6,12,0.99,False,False,True
FriS CADJPY 16-20UTC,FriS,CADJPY,16,4,21,39,54,0.37462931238042074,0.12,-0.91,43,69,0.026644681908256817,5,12,0.57,False,False,True
MonS GBPAUD 12-16UTC,MonS,GBPAUD,12,4,21,39,54,0.37462931238042074,0.11,-1.21,36,69,0.40497452645946236,7,12,0.0,False,False,False
FriS NZDJPY 08-12UTC,FriS,NZDJPY,8,4,21,39,54,0.37462931238042074,0.1,-0.83,42,69,0.04559324528350576,8,12,2.53,False,False,True
TueS XAUUSD 16-20UTC,TueS,XAUUSD,16,4,21,39,54,0.37462931238042074,0.1,-1.39,4,9,,3,12,-2.61,False,False,False
TueS XAUUSD 08-16UTC,TueS,XAUUSD,8,8,21,39,54,0.37462931238042074,0.1,-3.36,6,9,,7,12,1.9,False,False,False
WedS CHFJPY 16-00UTC,WedS,CHFJPY,16,8,21,39,54,0.37462931238042074,0.09,-0.84,32,69,0.7648157340709277,9,12,4.21,False,False,False
Tue EURAUD 04-08UTC,Tue,EURAUD,4,4,21,39,54,0.37462931238042074,0.09,-1.43,40,69,0.11420011267664848,6,12,-0.23,False,False,False
MonS GBPAUD 00-08UTC,MonS,GBPAUD,0,8,21,39,54,0.37462931238042074,0.09,-1.31,40,69,0.11420011267664848,8,12,1.73,False,False,False
Fri XAUUSD 00-04UTC,Fri,XAUUSD,0,4,21,39,54,0.37462931238042074,0.09,-0.71,3,9,,4,12,-3.41,False,False,False
FriS CHFJPY 12-16UTC,FriS,CHFJPY,12,4,21,39,54,0.37462931238042074,0.08,-1.53,40,69,0.11420011267664848,6,12,0.55,False,False,False
TueS NZDJPY 08-12UTC,TueS,NZDJPY,8,4,21,39,54,0.37462931238042074,0.08,-1.51,38,69,0.2351842659290722,7,12,0.98,False,False,False
WedS EURAUD 12-16UTC,WedS,EURAUD,12,4,21,39,54,0.37462931238042074,0.08,-0.87,34,69,0.5950254735405377,4,12,-1.71,False,False,False
Fri GBPAUD 12-16UTC,Fri,GBPAUD,12,4,21,39,54,0.37462931238042074,0.08,-1.43,30,69,0.8857998873233515,2,12,-0.45,False,False,False
Wed XAUUSD 16-00UTC,Wed,XAUUSD,16,8,21,39,54,0.37462931238042074,0.08,-1.96,5,9,,9,12,4.1,False,False,False
ThuS CHFJPY 00-04UTC,ThuS,CHFJPY,0,4,21,39,54,0.37462931238042074,0.06,-0.82,46,69,0.0038102609275128484,9,12,2.09,False,False,True
TueS EURGBP 04-08UTC,TueS,EURGBP,4,4,21,39,54,0.37462931238042074,0.06,-0.69,36,69,0.40497452645946236,5,12,0.28,False,False,False
WedS EURGBP 00-08UTC,WedS,EURGBP,0,8,21,39,54,0.37462931238042074,0.06,-0.81,39,69,0.16777880911700757,6,12,-0.68,False,False,False
Mon GBPAUD 16-00UTC,Mon,GBPAUD,16,8,21,39,54,0.37462931238042074,0.06,-0.58,37,69,0.315228245893399,5,12,-0.62,False,False,False
Tue CADJPY 16-00UTC,Tue,CADJPY,16,8,21,39,54,0.37462931238042074,0.05,-1.02,30,69,0.8857998873233515,6,12,2.67,False,False,False
ThuS CADJPY 00-08UTC,ThuS,CADJPY,0,8,21,39,54,0.37462931238042074,0.05,-2.14,38,69,0.2351842659290722,7,12,2.3,False,False,False
Mon CHFJPY 00-08UTC,Mon,CHFJPY,0,8,21,39,54,0.37462931238042074,0.05,-2.06,27,69,0.9733553180917431,3,12,-1.86,False,False,False
FriS EURAUD 00-04UTC,FriS,EURAUD,0,4,21,39,54,0.37462931238042074,0.05,-0.98,36,69,0.40497452645946236,6,12,0.04,False,False,False
MonS CADJPY 16-00UTC,MonS,CADJPY,16,8,21,39,54,0.37462931238042074,0.04,-1.37,41,69,0.07401609034637918,7,12,0.31,False,False,False
FriS CHFJPY 08-16UTC,FriS,CHFJPY,8,8,21,39,54,0.37462931238042074,0.04,-1.82,42,69,0.04559324528350576,8,12,0.04,False,False,True
Thu NZDJPY 00-04UTC,Thu,NZDJPY,0,4,21,39,54,0.37462931238042074,0.04,-1.56,19,69,0.9999561566876858,4,12,-2.98,False,False,False
MonS EURAUD 08-12UTC,MonS,EURAUD,8,4,21,39,54,0.37462931238042074,0.04,-0.82,40,69,0.11420011267664848,7,12,0.22,False,False,False
FriS CADJPY 04-08UTC,FriS,CADJPY,4,4,21,39,54,0.37462931238042074,0.03,-0.84,41,69,0.07401609034637918,6,12,-0.59,False,False,False
Tue XAUUSD 00-08UTC,Tue,XAUUSD,0,8,21,39,54,0.37462931238042074,0.03,-1.58,4,9,,8,12,-0.01,False,False,False
WedS EURAUD 00-04UTC,WedS,EURAUD,0,4,21,39,54,0.37462931238042074,0.02,-1.11,35,69,0.5,6,12,1.08,False,False,False
ThuS EURAUD 08-16UTC,ThuS,EURAUD,8,8,21,39,54,0.37462931238042074,0.02,-2.52,31,69,0.8322211908829924,6,12,-0.02,False,False,False
Thu EURAUD 16-00UTC,Thu,EURAUD,16,8,21,39,54,0.37462931238042074,0.02,-0.75,30,69,0.8857998873233515,8,12,1.64,False,False,False
Mon GBPAUD 08-12UTC,Mon,GBPAUD,8,4,21,39,54,0.37462931238042074,0.02,-0.74,31,69,0.8322211908829924,7,12,0.89,False,False,False
Mon GBPAUD 20-00UTC,Mon,GBPAUD,20,4,21,39,54,0.37462931238042074,0.01,-0.53,35,69,0.5,4,12,-0.26,False,False,False
Thu GBPAUD 08-12UTC,Thu,GBPAUD,8,4,21,39,54,0.37462931238042074,0.01,-1.16,36,69,0.40497452645946236,6,12,0.29,False,False,False
ThuS GBPAUD 20-00UTC,ThuS,GBPAUD,20,4,21,39,54,0.37462931238042074,0.01,-0.55,33,69,0.684771754106601,5,12,0.39,False,False,False
Fri GBPAUD 08-12UTC,Fri,GBPAUD,8,4,21,39,54,0.37462931238042074,0.01,-1.86,30,69,0.8857998873233515,5,12,1.73,False,False,False
ThuS CHFJPY 20-00UTC,ThuS,CHFJPY,20,4,21,39,54,0.37462931238042074,-0.0,-1.04,38,69,0.2351842659290722,10,12,1.37,False,False,False
ThuS GBPAUD 12-16UTC,ThuS,GBPAUD,12,4,21,39,54,0.37462931238042074,-0.0,-1.68,33,69,0.684771754106601,7,12,0.26,False,False,False
Mon XAUUSD 20-00UTC,Mon,XAUUSD,20,4,21,39,54,0.37462931238042074,-0.0,-0.5,2,9,,6,12,1.14,False,False,False
Fri CHFJPY 00-08UTC,Fri,CHFJPY,0,8,21,39,54,0.37462931238042074,-0.02,-1.86,30,69,0.8857998873233515,8,12,3.18,False,False,False
MonS NZDJPY 08-12UTC,MonS,NZDJPY,8,4,21,39,54,0.37462931238042074,-0.02,-1.17,41,69,0.07401609034637918,6,12,0.7,False,False,False
Tue NZDJPY 16-20UTC,Tue,NZDJPY,16,4,21,39,54,0.37462931238042074,-0.02,-1.0,31,69,0.8322211908829924,5,12,-1.33,False,False,False
Mon EURAUD 16-00UTC,Mon,EURAUD,16,8,21,39,54,0.37462931238042074,-0.02,-0.81,34,69,0.5950254735405377,5,12,-0.86,False,False,False
Tue EURAUD 00-04UTC,Tue,EURAUD,0,4,21,39,54,0.37462931238042074,-0.02,-1.17,28,69,0.9544067547164943,7,12,0.02,False,False,False
Mon CADJPY 00-08UTC,Mon,CADJPY,0,8,21,39,54,0.37462931238042074,-0.03,-2.52,36,69,0.40497452645946236,5,12,-2.39,False,False,False
Thu CADJPY 04-08UTC,Thu,CADJPY,4,4,21,39,54,0.37462931238042074,-0.03,-1.75,27,69,0.9733553180917431,6,12,0.37,False,False,False
TueS CHFJPY 16-20UTC,TueS,CHFJPY,16,4,21,39,54,0.37462931238042074,-0.03,-0.73,46,69,0.0038102609275128484,3,12,-1.68,False,False,True
Wed EURAUD 08-12UTC,Wed,EURAUD,8,4,21,39,54,0.37462931238042074,-0.03,-1.13,18,69,0.9999853478391273,5,12,-0.01,False,False,False
TueS GBPAUD 12-16UTC,TueS,GBPAUD,12,4,21,39,54,0.37462931238042074,-0.03,-1.3,35,69,0.5,4,12,-0.46,False,False,False
Fri XAUUSD 16-00UTC,Fri,XAUUSD,16,8,21,39,54,0.37462931238042074,-0.03,-2.36,4,9,,5,12,-3.51,False,False,False
Thu XAUUSD 00-08UTC,Thu,XAUUSD,0,8,21,39,54,0.37462931238042074,-0.04,-2.11,4,9,,3,12,-5.98,False,False,False
Tue XAUUSD 12-16UTC,Tue,XAUUSD,12,4,21,39,54,0.37462931238042074,-0.06,-2.78,2,9,,4,12,-4.54,False,False,False
Tue CADJPY 00-04UTC,Tue,CADJPY,0,4,21,39,54,0.37462931238042074,-0.07,-2.42,30,69,0.8857998873233515,5,12,-1.42,False,False,False
Tue CADJPY 08-12UTC,Tue,CADJPY,8,4,21,39,54,0.37462931238042074,-0.09,-1.72,28,69,0.9544067547164943,7,12,0.13,False,False,False
Tue CADJPY 12-16UTC,Tue,CADJPY,12,4,21,39,54,0.37462931238042074,-0.12,-1.67,28,69,0.9544067547164943,7,12,0.93,False,False,False
MonS NAS100 04-08UTC,MonS,NAS100,4,4,20,31,65,0.07480639219284058,0.1,-2.44,17,42,0.9179252991084468,4,9,-2.37,False,False,False
Mon CADJPY 12-16UTC,Mon,CADJPY,12,4,20,39,51,0.5,0.14,-1.41,27,69,0.9733553180917431,4,12,0.52,False,False,False
TueS CADJPY 04-08UTC,TueS,CADJPY,4,4,20,39,51,0.5,0.14,-0.87,43,69,0.026644681908256817,11,12,2.69,False,False,True
FriS CADJPY 08-16UTC,FriS,CADJPY,8,8,20,39,51,0.5,0.14,-3.17,42,69,0.04559324528350576,6,12,1.2,False,False,True
TueS NZDJPY 04-08UTC,TueS,NZDJPY,4,4,20,39,51,0.5,0.13,-1.1,42,69,0.04559324528350576,7,12,2.43,False,False,True
Tue GBPAUD 00-08UTC,Tue,GBPAUD,0,8,20,39,51,0.5,0.13,-2.03,25,69,0.9922838512731493,5,12,-0.45,False,False,False
FriS XAUUSD 16-20UTC,FriS,XAUUSD,16,4,20,39,51,0.5,0.13,-1.56,6,9,,8,12,4.43,False,False,False
Wed CADJPY 00-04UTC,Wed,CADJPY,0,4,20,39,51,0.5,0.12,-1.11,28,69,0.9544067547164943,5,12,-1.97,False,False,False
FriS CADJPY 00-04UTC,FriS,CADJPY,0,4,20,39,51,0.5,0.11,-0.96,42,69,0.04559324528350576,6,12,0.7,False,False,True
FriS CADJPY 12-16UTC,FriS,CADJPY,12,4,20,39,51,0.5,0.1,-3.04,37,69,0.315228245893399,6,12,1.19,False,False,False
Thu NZDJPY 00-08UTC,Thu,NZDJPY,0,8,20,39,51,0.5,0.09,-2.34,27,69,0.9733553180917431,5,12,-3.6,False,False,False
WedS GBPAUD 08-16UTC,WedS,GBPAUD,8,8,20,39,51,0.5,0.09,-1.51,35,69,0.5,5,12,-1.26,False,False,False
MonS EURAUD 12-16UTC,MonS,EURAUD,12,4,20,39,51,0.5,0.08,-1.73,37,69,0.315228245893399,7,12,0.72,False,False,False
MonS EURAUD 00-08UTC,MonS,EURAUD,0,8,20,39,51,0.5,0.07,-1.26,42,69,0.04559324528350576,9,12,3.28,False,False,True
Wed NZDJPY 12-16UTC,Wed,NZDJPY,12,4,20,39,51,0.5,0.05,-1.55,31,69,0.8322211908829924,5,12,-1.73,False,False,False
ThuS EURAUD 08-12UTC,ThuS,EURAUD,8,4,20,39,51,0.5,0.05,-1.29,38,69,0.2351842659290722,8,12,0.27,False,False,False
MonS CADJPY 16-20UTC,MonS,CADJPY,16,4,20,39,51,0.5,0.04,-0.6,37,69,0.315228245893399,6,12,-0.57,False,False,False
TueS CHFJPY 04-08UTC,TueS,CHFJPY,4,4,20,39,51,0.5,0.04,-1.05,37,69,0.315228245893399,9,12,1.86,False,False,False
WedS GBPAUD 08-12UTC,WedS,GBPAUD,8,4,20,39,51,0.5,0.03,-1.03,37,69,0.315228245893399,6,12,-0.02,False,False,False
Mon XAUUSD 16-00UTC,Mon,XAUUSD,16,8,20,39,51,0.5,0.03,-1.04,4,9,,9,12,3.59,False,False,False
Thu CHFJPY 16-00UTC,Thu,CHFJPY,16,8,20,39,51,0.5,0.02,-1.84,34,69,0.5950254735405377,7,12,1.28,False,False,False
FriS CHFJPY 04-08UTC,FriS,CHFJPY,4,4,20,39,51,0.5,0.02,-1.27,41,69,0.07401609034637918,2,12,-1.96,False,False,False
ThuS EURAUD 16-20UTC,ThuS,EURAUD,16,4,20,39,51,0.5,0.02,-0.97,38,69,0.2351842659290722,7,12,-0.06,False,False,False
WedS XAUUSD 12-16UTC,WedS,XAUUSD,12,4,20,39,51,0.5,0.02,-2.21,4,9,,6,12,0.42,False,False,False
WedS CHFJPY 04-08UTC,WedS,CHFJPY,4,4,20,39,51,0.5,0.01,-0.89,42,69,0.04559324528350576,7,12,0.39,False,False,True
WedS NZDJPY 00-04UTC,WedS,NZDJPY,0,4,20,39,51,0.5,0.01,-2.45,34,69,0.5950254735405377,7,12,1.15,False,False,False
Mon CHFJPY 16-00UTC,Mon,CHFJPY,16,8,20,39,51,0.5,0.0,-0.63,23,69,0.9982275935764895,5,12,0.22,False,False,False
Wed EURAUD 20-00UTC,Wed,EURAUD,20,4,20,39,51,0.5,0.0,-0.39,37,69,0.315228245893399,5,12,0.39,False,False,False
WedS GBPAUD 00-04UTC,WedS,GBPAUD,0,4,20,39,51,0.5,0.0,-0.99,37,69,0.315228245893399,10,12,2.2,False,False,False
Wed CADJPY 12-16UTC,Wed,CADJPY,12,4,20,39,51,0.5,-0.01,-1.37,38,69,0.2351842659290722,4,12,-1.78,False,False,False
MonS NZDJPY 00-08UTC,MonS,NZDJPY,0,8,20,39,51,0.5,-0.01,-1.45,34,69,0.5950254735405377,5,12,-0.25,False,False,False
ThuS XAUUSD 20-00UTC,ThuS,XAUUSD,20,4,20,39,51,0.5,-0.01,-0.73,7,9,,5,12,-3.86,False,False,False
Fri CHFJPY 08-12UTC,Fri,CHFJPY,8,4,20,39,51,0.5,-0.02,-0.91,23,69,0.9982275935764895,7,12,-0.09,False,False,False
Fri EURAUD 08-12UTC,Fri,EURAUD,8,4,20,39,51,0.5,-0.02,-0.93,30,69,0.8857998873233515,6,12,1.74,False,False,False
Thu XAUUSD 04-08UTC,Thu,XAUUSD,4,4,20,39,51,0.5,-0.03,-1.37,5,9,,5,12,-4.64,False,False,False
Thu XAUUSD 08-16UTC,Thu,XAUUSD,8,8,20,39,51,0.5,-0.03,-3.03,3,9,,6,12,4.96,False,False,False
Tue CHFJPY 00-04UTC,Tue,CHFJPY,0,4,20,39,51,0.5,-0.04,-2.14,23,69,0.9982275935764895,7,12,0.24,False,False,False
Tue NZDJPY 20-00UTC,Tue,NZDJPY,20,4,20,39,51,0.5,-0.04,-0.9,24,69,0.9961897390724872,8,12,1.76,False,False,False
Mon GBPAUD 08-16UTC,Mon,GBPAUD,8,8,20,39,51,0.5,-0.04,-1.71,28,69,0.9544067547164943,6,12,1.38,False,False,False
Fri CADJPY 00-08UTC,Fri,CADJPY,0,8,20,39,51,0.5,-0.06,-2.09,32,69,0.7648157340709277,5,12,0.84,False,False,False
TueS CHFJPY 16-00UTC,TueS,CHFJPY,16,8,20,39,51,0.5,-0.06,-1.02,44,69,0.014746746765658644,5,12,-2.51,False,False,True
ThuS GBPAUD 08-16UTC,ThuS,GBPAUD,8,8,20,39,51,0.5,-0.07,-1.91,33,69,0.684771754106601,7,12,-0.58,False,False,False
Fri GBPAUD 00-04UTC,Fri,GBPAUD,0,4,20,39,51,0.5,-0.07,-0.89,31,69,0.8322211908829924,4,12,-0.47,False,False,False
Tue XAUUSD 16-00UTC,Tue,XAUUSD,16,8,20,39,51,0.5,-0.07,-1.76,4,9,,10,12,3.45,False,False,False
Fri CHFJPY 16-20UTC,Fri,CHFJPY,16,4,20,39,51,0.5,-0.08,-1.41,26,69,0.9852532532343413,5,12,-1.04,False,False,False
WedS EURAUD 16-20UTC,WedS,EURAUD,16,4,20,39,51,0.5,-0.08,-1.26,41,69,0.07401609034637918,9,12,5.51,False,False,False
Wed EURAUD 08-16UTC,Wed,EURAUD,8,8,20,39,51,0.5,-0.08,-1.78,27,69,0.9733553180917431,7,12,2.31,False,False,False
ThuS XAUUSD 08-12UTC,ThuS,XAUUSD,8,4,20,39,51,0.5,-0.08,-2.39,7,9,,5,12,-3.27,False,False,False
MonS CADJPY 08-12UTC,MonS,CADJPY,8,4,20,39,51,0.5,-0.09,-1.08,38,69,0.2351842659290722,6,12,1.85,False,False,False
Tue XAUUSD 04-08UTC,Tue,XAUUSD,4,4,20,39,51,0.5,-0.09,-1.68,3,9,,4,12,-6.53,False,False,False
WedS CADJPY 00-08UTC,WedS,CADJPY,0,8,20,39,51,0.5,-0.1,-2.68,47,69,0.0017724064235105262,6,12,1.0,False,False,True
Tue CADJPY 08-16UTC,Tue,CADJPY,8,8,20,39,51,0.5,-0.12,-2.24,26,69,0.9852532532343413,7,12,2.05,False,False,False
WedS NAS100 16-20UTC,WedS,NAS100,16,4,19,31,61,0.14052075752988458,0.3,-1.96,20,42,0.6780155218148138,2,9,-12.47,False,False,False
FriS NAS100 00-04UTC,FriS,NAS100,0,4,19,31,61,0.14052075752988458,0.17,-1.33,36,42,1.4144388842396438e-06,4,9,-0.56,False,False,True
Mon NAS100 12-16UTC,Mon,NAS100,12,4,19,31,61,0.14052075752988458,0.11,-3.27,24,42,0.22039953367129783,6,9,2.08,False,False,False
FriS NAS100 04-08UTC,FriS,NAS100,4,4,19,31,61,0.14052075752988458,0.1,-1.84,27,42,0.044214773493877146,5,9,3.33,False,False,True
Mon NAS100 16-20UTC,Mon,NAS100,16,4,19,31,61,0.14052075752988458,0.07,-2.7,25,42,0.13997811926446957,6,9,3.94,False,False,False
TueS CADJPY 08-16UTC,TueS,CADJPY,8,8,19,39,49,0.6253706876195793,0.12,-1.42,43,69,0.026644681908256817,5,12,-2.07,False,False,True
Wed CADJPY 00-08UTC,Wed,CADJPY,0,8,19,39,49,0.6253706876195793,0.1,-2.53,22,69,0.9992248415252566,6,12,-1.03,False,False,False
Mon CADJPY 08-12UTC,Mon,CADJPY,8,4,19,39,49,0.6253706876195793,0.09,-0.93,31,69,0.8322211908829924,6,12,-1.85,False,False,False
TueS XAUUSD 04-08UTC,TueS,XAUUSD,4,4,19,39,49,0.6253706876195793,0.09,-0.98,6,9,,8,12,6.86,False,False,False
FriS CHFJPY 16-20UTC,FriS,CHFJPY,16,4,19,39,49,0.6253706876195793,0.08,-0.77,43,69,0.026644681908256817,7,12,1.04,False,False,True
Wed EURAUD 16-20UTC,Wed,EURAUD,16,4,19,39,49,0.6253706876195793,0.08,-0.6,28,69,0.9544067547164943,3,12,-5.34,False,False,False
WedS EURAUD 08-16UTC,WedS,EURAUD,8,8,19,39,49,0.6253706876195793,0.08,-0.95,41,69,0.07401609034637918,5,12,-2.29,False,False,False
Thu XAUUSD 08-12UTC,Thu,XAUUSD,8,4,19,39,49,0.6253706876195793,0.08,-1.7,2,9,,7,12,3.3,False,False,False
Thu GBPAUD 08-16UTC,Thu,GBPAUD,8,8,19,39,49,0.6253706876195793,0.07,-2.62,36,69,0.40497452645946236,5,12,0.5,False,False,False
FriS GBPAUD 00-04UTC,FriS,GBPAUD,0,4,19,39,49,0.6253706876195793,0.07,-0.83,38,69,0.2351842659290722,8,12,0.45,False,False,False
TueS XAUUSD 16-00UTC,TueS,XAUUSD,16,8,19,39,49,0.6253706876195793,0.07,-1.56,5,9,,2,12,-3.48,False,False,False
FriS CADJPY 00-08UTC,FriS,CADJPY,0,8,19,39,49,0.6253706876195793,0.06,-1.58,37,69,0.315228245893399,7,12,-0.87,False,False,False
Tue CHFJPY 16-00UTC,Tue,CHFJPY,16,8,19,39,49,0.6253706876195793,0.06,-0.44,25,69,0.9922838512731493,7,12,2.56,False,False,False
TueS CHFJPY 00-04UTC,TueS,CHFJPY,0,4,19,39,49,0.6253706876195793,0.04,-0.74,46,69,0.0038102609275128484,5,12,-0.25,False,False,True
TueS NZDJPY 20-00UTC,TueS,NZDJPY,20,4,19,39,49,0.6253706876195793,0.04,-0.58,45,69,0.0077161487268506326,4,12,-1.75,False,False,True
MonS GBPAUD 08-16UTC,MonS,GBPAUD,8,8,19,39,49,0.6253706876195793,0.04,-1.06,41,69,0.07401609034637918,6,12,-1.4,False,False,False
ThuS XAUUSD 04-08UTC,ThuS,XAUUSD,4,4,19,39,49,0.6253706876195793,0.03,-1.22,4,9,,7,12,4.78,False,False,False
ThuS XAUUSD 08-16UTC,ThuS,XAUUSD,8,8,19,39,49,0.6253706876195793,0.03,-2.84,6,9,,6,12,-4.99,False,False,False
FriS CHFJPY 08-12UTC,FriS,CHFJPY,8,4,19,39,49,0.6253706876195793,0.02,-1.1,44,69,0.014746746765658644,5,12,0.07,False,False,True
FriS EURAUD 08-12UTC,FriS,EURAUD,8,4,19,39,49,0.6253706876195793,0.02,-1.07,38,69,0.2351842659290722,6,12,-1.77,False,False,False
WedS CADJPY 12-16UTC,WedS,CADJPY,12,4,19,39,49,0.6253706876195793,0.01,-1.55,31,69,0.8322211908829924,8,12,1.77,False,False,False
Mon NZDJPY 00-08UTC,Mon,NZDJPY,0,8,19,39,49,0.6253706876195793,0.01,-2.49,35,69,0.5,7,12,0.19,False,False,False
Thu XAUUSD 20-00UTC,Thu,XAUUSD,20,4,19,39,49,0.6253706876195793,0.01,-0.46,2,9,,7,12,3.98,False,False,False
MonS CHFJPY 16-00UTC,MonS,CHFJPY,16,8,19,39,49,0.6253706876195793,-0.0,-1.25,46,69,0.0038102609275128484,7,12,-0.23,False,False,True
WedS EURAUD 20-00UTC,WedS,EURAUD,20,4,19,39,49,0.6253706876195793,-0.0,-0.52,32,69,0.7648157340709277,7,12,-0.41,False,False,False
Wed GBPAUD 00-04UTC,Wed,GBPAUD,0,4,19,39,49,0.6253706876195793,-0.0,-1.64,32,69,0.7648157340709277,2,12,-2.16,False,False,False
Wed CHFJPY 04-08UTC,Wed,CHFJPY,4,4,19,39,49,0.6253706876195793,-0.01,-2.18,27,69,0.9733553180917431,5,12,-0.4,False,False,False
Wed NZDJPY 00-04UTC,Wed,NZDJPY,0,4,19,39,49,0.6253706876195793,-0.01,-2.08,35,69,0.5,5,12,-1.2,False,False,False
