family,symbol,spec,is_plus,is_n,is_rate,is_mean_bps,is_trades,p,oos_plus,oos_n,oos_mean_bps,pre_n,pre_rate,passed
暗号資産格子,ETHUSD,MonS 08-12UTC,15,39,0.385,-3.48,168,0.9459354892969714,7,20,-19.74,45,0.511,False
暗号資産格子,ETHUSD,TueS 04-08UTC,15,39,0.385,-13.52,170,0.9459354892969714,10,20,10.87,45,0.4,False
暗号資産格子,ETHUSD,Sat 20-00UTC,15,39,0.385,1.01,168,0.9459354892969714,10,20,-8.49,13,0.385,False
暗号資産格子,ETHUSD,Thu 04-08UTC,15,39,0.385,-10.8,169,0.9459354892969714,8,20,-11.86,45,0.356,False
暗号資産格子,ETHUSD,ThuS 04-08UTC,15,39,0.385,-9.2,169,0.9459354892969714,10,20,-8.14,45,0.533,False
暗号資産格子,ETHUSD,WedS 08-12UTC,15,39,0.385,-26.83,169,0.9459354892969714,7,20,-22.72,45,0.422,False
暗号資産格子,BTCUSD,Sun 08-16UTC,15,39,0.385,-6.2,168,0.9459354892969714,7,20,-11.2,13,0.231,False
暗号資産格子,ETHUSD,Thu 16-20UTC,15,39,0.385,-5.79,169,0.9459354892969714,4,20,-48.82,45,0.311,False
暗号資産格子,ETHUSD,Fri 16-20UTC,15,39,0.385,-5.31,169,0.9459354892969714,10,20,0.13,43,0.488,False
暗号資産格子,ETHUSD,Sun 08-16UTC,15,39,0.385,-10.89,168,0.9459354892969714,9,20,-5.35,13,0.385,False
暗号資産格子,ETHUSD,SatS 08-16UTC,15,39,0.385,-10.27,168,0.9459354892969714,7,20,-22.83,13,0.231,False
暗号資産格子,ETHUSD,FriS 08-12UTC,15,39,0.385,-9.38,170,0.9459354892969714,8,20,-16.25,45,0.378,False
暗号資産格子,BTCUSD,TueS 16-20UTC,15,39,0.385,-8.86,169,0.9459354892969714,9,20,-15.0,45,0.444,False
暗号資産格子,BTCUSD,Wed 16-20UTC,15,39,0.385,-16.85,169,0.9459354892969714,11,20,3.2,45,0.467,False
暗号資産格子,BTCUSD,TueS 12-16UTC,15,39,0.385,-6.41,169,0.9459354892969714,9,20,-8.09,45,0.378,False
暗号資産格子,BTCUSD,MonS 08-12UTC,15,39,0.385,-4.03,168,0.9459354892969714,7,20,-12.53,45,0.444,False
暗号資産格子,BTCUSD,SatS 08-12UTC,15,39,0.385,-2.79,169,0.9459354892969714,5,20,-10.91,13,0.154,False
暗号資産格子,BTCUSD,Fri 00-08UTC,15,39,0.385,-13.14,170,0.9459354892969714,8,20,-13.22,46,0.239,False
暗号資産格子,BTCUSD,Wed 04-08UTC,15,39,0.385,-10.83,168,0.9459354892969714,11,20,7.85,45,0.511,False
暗号資産格子,BTCUSD,WedS 16-20UTC,15,39,0.385,-3.15,169,0.9459354892969714,5,20,-23.2,45,0.356,False
暗号資産格子,BTCUSD,FriS 20-00UTC,15,39,0.385,-4.19,169,0.9459354892969714,9,20,-5.14,13,0.154,False
暗号資産格子,ETHUSD,Sat 00-04UTC,14,39,0.359,0.58,168,0.9733740429510362,8,20,-6.84,13,0.538,False
暗号資産格子,BTCUSD,SunS 16-00UTC,14,39,0.359,-24.64,168,0.9733740429510362,8,20,-6.7,13,0.231,False
暗号資産格子,BTCUSD,SunS 20-00UTC,14,39,0.359,-16.6,168,0.9733740429510362,10,20,-9.78,13,0.154,False
暗号資産格子,BTCUSD,MonS 16-00UTC,14,39,0.359,-31.61,168,0.9733740429510362,6,20,-12.73,45,0.378,False
暗号資産格子,BTCUSD,TueS 20-00UTC,14,39,0.359,-13.54,168,0.9733740429510362,7,20,-17.31,45,0.467,False
暗号資産格子,BTCUSD,TueS 08-16UTC,14,39,0.359,-9.56,169,0.9733740429510362,10,20,-13.9,45,0.511,False
暗号資産格子,BTCUSD,WedS 20-00UTC,14,39,0.359,-18.22,169,0.9733740429510362,9,20,-10.39,45,0.378,False
暗号資産格子,BTCUSD,Thu 16-00UTC,14,39,0.359,-26.23,169,0.9733740429510362,6,20,-22.49,45,0.378,False
暗号資産格子,ETHUSD,Fri 04-08UTC,14,39,0.359,-15.11,170,0.9733740429510362,8,20,-17.55,45,0.422,False
暗号資産格子,ETHUSD,FriS 00-08UTC,14,39,0.359,-16.11,170,0.9733740429510362,9,20,-19.88,46,0.565,False
暗号資産格子,ETHUSD,SunS 16-00UTC,14,39,0.359,-15.5,168,0.9733740429510362,9,20,0.69,13,0.077,False
暗号資産格子,BTCUSD,Thu 00-04UTC,14,39,0.359,-13.94,169,0.9733740429510362,7,20,-12.46,45,0.267,False
暗号資産格子,BTCUSD,Thu 04-08UTC,14,39,0.359,-8.05,169,0.9733740429510362,10,20,-10.8,45,0.378,False
暗号資産格子,BTCUSD,ThuS 00-04UTC,14,39,0.359,-6.06,169,0.9733740429510362,8,20,-7.54,45,0.556,False
暗号資産格子,BTCUSD,FriS 16-00UTC,14,39,0.359,-9.63,169,0.9733740429510362,10,20,-5.02,13,0.308,False
暗号資産格子,BTCUSD,Sat 16-20UTC,14,39,0.359,-10.2,168,0.9733740429510362,5,20,-12.46,13,0.385,False
