legs,w,maxcorr,roll,cagr,cum,dd,wm,wd,pos,sh,yrs,calmar
Mon GBPJPY + TSMOM XAUUSD + v4 AUDUSD,0.48 / 0.10 / 0.42,-0.02,False,5.3,29.1,-2.9,-0.8,-1.17,42/58,1.82,2022:+3.3 2023:+7.0 2024:+3.3 2025:+7.5 2026:+3.8,1.83
Mon GBPUSD + Mon GER40 + Mon NAS100,0.56 / 0.24 / 0.20,0.39,False,4.4,23.6,-4.5,-1.1,-1.29,33/58,1.14,2022:+1.7 2023:+3.3 2024:+2.2 2025:+8.1 2026:+6.2,0.98
Mon GBPUSD + Mon GER40 + Mon NZDJPY,0.45 / 0.19 / 0.36,0.29,False,3.8,19.9,-4.6,-1.1,-1.11,34/58,1.21,2022:+0.7 2023:+3.8 2024:+0.7 2025:+6.3 2026:+6.4,0.83
Mon GBPUSD + Mon GER40 + Mon US500,0.51 / 0.22 / 0.28,0.45,False,3.8,20.0,-5.3,-1.1,-1.19,30/58,1.04,2022:+0.1 2023:+3.3 2024:+1.6 2025:+7.6 2026:+5.9,0.72
Mon GBPUSD + Mon GER40 + Mon USDJPY,0.42 / 0.18 / 0.40,0.2,False,3.3,17.1,-2.4,-1.1,-1.11,38/58,1.47,2022:+3.3 2023:+1.9 2024:+1.9 2025:+3.8 2026:+4.2,1.38
Mon GBPUSD + Mon GER40 + Roll AUDJPY,0.27 / 0.11 / 0.62,0.2,True,2.3,11.7,-2.1,-0.6,-0.61,35/59,1.41,2022:+0.1 2023:+2.2 2024:+1.3 2025:+4.6 2026:+3.0,1.1
Mon GBPUSD + Mon GER40 + Roll CADJPY,0.22 / 0.09 / 0.69,0.2,True,2.1,10.7,-2.0,-0.4,-0.5,36/58,1.56,2022:-0.3 2023:+2.7 2024:+1.9 2025:+3.8 2026:+2.2,1.05
Mon GBPUSD + Mon GER40 + Roll EURJPY,0.20 / 0.08 / 0.72,0.2,True,2.0,10.5,-1.6,-0.4,-0.45,36/59,1.7,2022:-0.1 2023:+2.4 2024:+2.0 2025:+3.7 2026:+2.1,1.25
Mon GBPUSD + Mon GER40 + Roll GBPJPY,0.21 / 0.09 / 0.70,0.2,True,2.6,13.3,-1.6,-0.4,-0.48,39/59,2.01,2022:+0.3 2023:+2.9 2024:+2.5 2025:+4.3 2026:+2.7,1.62
Mon GBPUSD + Mon GER40 + Roll USDJPY,0.25 / 0.11 / 0.64,0.2,True,2.7,13.8,-2.2,-0.4,-0.58,38/59,1.75,2022:-0.5 2023:+3.2 2024:+2.3 2025:+5.3 2026:+2.8,1.23
Mon GBPUSD + Mon GER40 + TSMOM XAUUSD,0.62 / 0.26 / 0.12,0.2,False,4.2,22.6,-6.2,-1.8,-1.42,34/58,1.12,2022:-1.5 2023:+0.1 2024:+4.1 2025:+11.9 2026:+7.4,0.68
Mon GBPUSD + Mon GER40 + v4 AUDUSD,0.45 / 0.19 / 0.36,0.2,False,3.1,16.4,-2.6,-0.8,-1.03,37/58,1.18,2022:-0.5 2023:+4.2 2024:+0.2 2025:+6.1 2026:+5.0,1.19
Mon GBPUSD + Mon NAS100 + Mon NZDJPY,0.46 / 0.17 / 0.37,0.29,False,4.3,23.2,-3.2,-1.4,-1.18,38/58,1.37,2022:+2.7 2023:+6.8 2024:+0.5 2025:+5.8 2026:+4.6,1.34
Mon GBPUSD + Mon NAS100 + Mon US500,0.53 / 0.19 / 0.29,0.93,False,4.4,23.6,-4.8,-2.1,-1.98,36/58,1.09,2022:+2.3 2023:+6.7 2024:+1.4 2025:+7.1 2026:+3.8,0.92
Mon GBPUSD + Mon NAS100 + Mon USDJPY,0.44 / 0.16 / 0.41,0.08,False,3.8,19.9,-1.9,-0.9,-0.81,43/58,1.69,2022:+5.2 2023:+4.6 2024:+1.9 2025:+3.3 2026:+2.4,2.0
Mon GBPUSD + Mon NAS100 + Roll AUDJPY,0.27 / 0.10 / 0.63,0.08,True,2.6,13.3,-1.4,-0.7,-0.59,40/59,1.62,2022:+1.2 2023:+3.9 2024:+1.2 2025:+4.3 2026:+1.9,1.86
Mon GBPUSD + Mon NAS100 + Roll CADJPY,0.22 / 0.08 / 0.70,0.08,True,2.3,12.0,-1.4,-0.8,-0.49,40/58,1.79,2022:+0.6 2023:+4.1 2024:+1.9 2025:+3.5 2026:+1.3,1.64
Mon GBPUSD + Mon NAS100 + Roll EURJPY,0.20 / 0.07 / 0.73,0.08,True,2.3,11.6,-1.1,-0.5,-0.44,39/59,1.93,2022:+0.7 2023:+3.7 2024:+2.0 2025:+3.5 2026:+1.3,2.09
Mon GBPUSD + Mon NAS100 + Roll GBPJPY,0.21 / 0.08 / 0.71,0.08,True,2.8,14.6,-1.0,-0.7,-0.47,43/59,2.25,2022:+1.2 2023:+4.3 2024:+2.5 2025:+4.0 2026:+1.8,2.8
Mon GBPUSD + Mon NAS100 + Roll USDJPY,0.26 / 0.09 / 0.65,0.08,True,3.0,15.4,-1.7,-0.8,-0.56,39/59,1.97,2022:+0.6 2023:+4.9 2024:+2.3 2025:+5.1 2026:+1.7,1.76
Mon GBPUSD + Mon NAS100 + TSMOM XAUUSD,0.65 / 0.23 / 0.12,0.08,False,5.0,27.4,-3.7,-1.3,-1.38,35/58,1.34,2022:+1.1 2023:+4.0 2024:+4.1 2025:+11.4 2026:+4.8,1.35
Mon GBPUSD + Mon NAS100 + v4 AUDUSD,0.46 / 0.17 / 0.37,0.08,False,3.7,19.5,-2.3,-1.6,-1.02,37/58,1.39,2022:+1.4 2023:+7.2 2024:+0.1 2025:+5.7 2026:+3.2,1.61
Mon GBPUSD + Mon NZDJPY + Mon US500,0.43 / 0.34 / 0.23,0.33,False,3.8,20.2,-3.6,-1.4,-1.42,36/58,1.26,2022:+1.2 2023:+6.6 2024:+0.2 2025:+5.6 2026:+4.5,1.06
Mon GBPUSD + Mon NZDJPY + Mon USDJPY,0.36 / 0.29 / 0.34,0.47,False,3.3,17.5,-1.6,-0.8,-0.98,39/58,1.45,2022:+3.8 2023:+4.8 2024:+0.7 2025:+2.6 2026:+3.2,2.06
Mon GBPUSD + Mon NZDJPY + Roll AUDJPY,0.24 / 0.19 / 0.56,0.29,True,2.4,12.5,-1.5,-0.5,-0.55,38/59,1.61,2022:+0.7 2023:+4.1 2024:+0.5 2025:+3.8 2026:+2.5,1.6
Mon GBPUSD + Mon NZDJPY + Roll CADJPY,0.20 / 0.16 / 0.63,0.29,True,2.2,11.4,-1.6,-0.5,-0.46,38/58,1.76,2022:+0.2 2023:+4.3 2024:+1.2 2025:+3.1 2026:+1.8,1.38
Mon GBPUSD + Mon NZDJPY + Roll EURJPY,0.18 / 0.15 / 0.67,0.29,True,2.2,11.1,-1.2,-0.4,-0.42,38/59,1.89,2022:+0.4 2023:+3.8 2024:+1.4 2025:+3.1 2026:+1.7,1.83
Mon GBPUSD + Mon NZDJPY + Roll GBPJPY,0.19 / 0.16 / 0.65,0.29,True,2.7,13.8,-1.2,-0.4,-0.44,42/59,2.2,2022:+0.8 2023:+4.4 2024:+1.8 2025:+3.6 2026:+2.3,2.25
Mon GBPUSD + Mon NZDJPY + Roll USDJPY,0.23 / 0.18 / 0.59,0.29,True,2.8,14.4,-1.7,-0.5,-0.52,39/59,1.94,2022:+0.2 2023:+5.0 2024:+1.5 2025:+4.5 2026:+2.3,1.65
Mon GBPUSD + Mon NZDJPY + TSMOM XAUUSD,0.50 / 0.40 / 0.09,0.29,False,4.2,22.2,-4.4,-1.0,-1.07,37/58,1.32,2022:+0.0 2023:+4.4 2024:+2.0 2025:+8.6 2026:+5.4,0.95
Mon GBPUSD + Mon NZDJPY + v4 AUDUSD,0.38 / 0.31 / 0.31,0.29,False,3.3,17.1,-2.1,-1.0,-0.87,40/58,1.39,2022:+0.5 2023:+7.0 2024:-0.8 2025:+4.5 2026:+3.9,1.57
Mon GBPUSD + Mon US500 + Mon USDJPY,0.40 / 0.22 / 0.38,0.2,False,3.3,17.4,-1.8,-0.8,-1.05,42/58,1.54,2022:+3.6 2023:+4.6 2024:+1.4 2025:+3.3 2026:+2.5,1.83
Mon GBPUSD + Mon US500 + Roll AUDJPY,0.26 / 0.14 / 0.60,0.2,True,2.4,12.1,-1.6,-0.7,-0.6,38/59,1.5,2022:+0.4 2023:+3.9 2024:+1.0 2025:+4.3 2026:+2.0,1.5
Mon GBPUSD + Mon US500 + Roll CADJPY,0.21 / 0.12 / 0.67,0.2,True,2.2,11.1,-1.6,-0.8,-0.5,38/58,1.65,2022:-0.0 2023:+4.1 2024:+1.6 2025:+3.5 2026:+1.4,1.38
Mon GBPUSD + Mon US500 + Roll EURJPY,0.19 / 0.10 / 0.70,0.2,True,2.1,10.8,-1.3,-0.5,-0.45,39/59,1.79,2022:+0.2 2023:+3.7 2024:+1.7 2025:+3.4 2026:+1.3,1.62
Mon GBPUSD + Mon US500 + Roll GBPJPY,0.21 / 0.11 / 0.68,0.2,True,2.6,13.6,-1.3,-0.7,-0.48,41/59,2.1,2022:+0.6 2023:+4.3 2024:+2.2 2025:+4.0 2026:+1.9,2.0
Mon GBPUSD + Mon US500 + Roll USDJPY,0.24 / 0.13 / 0.62,0.2,True,2.7,14.2,-2.0,-0.8,-0.57,38/59,1.84,2022:-0.1 2023:+4.8 2024:+2.0 2025:+5.0 2026:+1.8,1.35
Mon GBPUSD + Mon US500 + TSMOM XAUUSD,0.58 / 0.31 / 0.11,0.2,False,4.3,22.8,-4.5,-1.3,-1.23,34/58,1.23,2022:-0.7 2023:+4.0 2024:+3.2 2025:+10.5 2026:+4.7,0.96
Mon GBPUSD + Mon US500 + v4 AUDUSD,0.43 / 0.23 / 0.34,0.2,False,3.2,16.9,-2.6,-1.6,-1.0,34/58,1.26,2022:+0.0 2023:+6.9 2024:-0.3 2025:+5.5 2026:+3.2,1.23
Mon GBPUSD + Mon USDJPY + Roll AUDJPY,0.23 / 0.22 / 0.55,-0.0,True,2.2,11.2,-0.6,-0.4,-0.36,40/59,1.94,2022:+2.1 2023:+3.0 2024:+1.2 2025:+2.5 2026:+1.4,3.67
Mon GBPUSD + Mon USDJPY + Roll CADJPY,0.20 / 0.18 / 0.62,-0.0,True,2.0,10.4,-0.8,-0.3,-0.3,43/58,2.15,2022:+1.4 2023:+3.4 2024:+1.8 2025:+2.1 2026:+0.9,2.5
Mon GBPUSD + Mon USDJPY + Roll EURJPY,0.18 / 0.17 / 0.65,-0.01,True,2.0,10.2,-0.4,-0.3,-0.27,43/59,2.32,2022:+1.5 2023:+3.0 2024:+1.9 2025:+2.2 2026:+0.9,5.0
Mon GBPUSD + Mon USDJPY + Roll GBPJPY,0.19 / 0.18 / 0.63,-0.01,True,2.5,12.7,-0.5,-0.3,-0.29,49/59,2.72,2022:+1.9 2023:+3.6 2024:+2.3 2025:+2.6 2026:+1.4,5.0
Mon GBPUSD + Mon USDJPY + Roll USDJPY,0.22 / 0.21 / 0.57,-0.01,True,2.5,13.1,-0.6,-0.3,-0.34,45/59,2.38,2022:+1.5 2023:+3.9 2024:+2.2 2025:+3.2 2026:+1.3,4.17
Mon GBPUSD + Mon USDJPY + TSMOM XAUUSD,0.47 / 0.44 / 0.09,0.05,False,3.6,18.8,-2.3,-0.9,-1.0,42/58,1.59,2022:+2.9 2023:+2.3 2024:+3.3 2025:+5.7 2026:+3.0,1.57
Mon GBPUSD + Mon USDJPY + v4 AUDUSD,0.37 / 0.34 / 0.29,0.0,False,2.8,14.7,-1.5,-0.6,-0.56,45/58,1.65,2022:+2.7 2023:+5.1 2024:+0.3 2025:+2.5 2026:+2.1,1.87
Mon GBPUSD + Roll AUDJPY + Roll CADJPY,0.15 / 0.36 / 0.48,0.77,True,1.7,8.8,-1.0,-0.4,-0.43,36/59,1.59,2022:-0.0 2023:+3.2 2024:+1.4 2025:+2.9 2026:+1.0,1.7
Mon GBPUSD + Roll AUDJPY + Roll EURJPY,0.14 / 0.33 / 0.52,0.83,True,1.7,8.7,-0.8,-0.4,-0.31,37/59,1.68,2022:+0.1 2023:+3.0 2024:+1.5 2025:+2.9 2026:+1.0,2.12
Mon GBPUSD + Roll AUDJPY + Roll GBPJPY,0.15 / 0.35 / 0.50,0.81,True,2.1,10.6,-0.8,-0.4,-0.35,39/59,1.95,2022:+0.4 2023:+3.4 2024:+1.9 2025:+3.3 2026:+1.4,2.62
Mon GBPUSD + Roll AUDJPY + Roll USDJPY,0.17 / 0.40 / 0.43,0.73,True,2.1,10.6,-1.0,-0.5,-0.48,37/59,1.76,2022:-0.1 2023:+3.6 2024:+1.7 2025:+3.9 2026:+1.2,2.1
Mon GBPUSD + Roll AUDJPY + TSMOM XAUUSD,0.28 / 0.66 / 0.05,0.05,True,2.4,12.4,-2.2,-0.5,-0.61,36/59,1.45,2022:-0.3 2023:+2.4 2024:+2.1 2025:+5.8 2026:+2.3,1.09
Mon GBPUSD + Roll AUDJPY + v4 AUDUSD,0.24 / 0.56 / 0.19,0.01,True,2.1,10.7,-1.0,-0.5,-0.37,39/59,1.53,2022:+0.0 2023:+4.3 2024:+0.3 2025:+3.7 2026:+1.8,2.1
Mon GBPUSD + Roll CADJPY + Roll EURJPY,0.13 / 0.40 / 0.47,0.81,True,1.7,8.5,-0.8,-0.3,-0.25,37/59,1.82,2022:-0.1 2023:+3.2 2024:+1.9 2025:+2.6 2026:+0.7,2.12
Mon GBPUSD + Roll CADJPY + Roll GBPJPY,0.13 / 0.42 / 0.45,0.86,True,2.0,10.1,-0.8,-0.4,-0.34,41/59,2.07,2022:+0.1 2023:+3.6 2024:+2.2 2025:+2.9 2026:+1.0,2.5
Mon GBPUSD + Roll CADJPY + Roll USDJPY,0.15 / 0.47 / 0.38,0.85,True,2.0,10.1,-1.1,-0.4,-0.45,36/59,1.85,2022:-0.4 2023:+3.8 2024:+2.1 2025:+3.4 2026:+0.9,1.82
Mon GBPUSD + Roll CADJPY + TSMOM XAUUSD,0.23 / 0.72 / 0.04,0.05,True,2.2,11.2,-2.0,-0.5,-0.49,37/58,1.61,2022:-0.7 2023:+3.0 2024:+2.6 2025:+4.7 2026:+1.5,1.1
Mon GBPUSD + Roll CADJPY + v4 AUDUSD,0.20 / 0.64 / 0.16,0.01,True,1.9,9.9,-1.0,-0.6,-0.31,38/58,1.7,2022:-0.4 2023:+4.5 2024:+1.0 2025:+3.1 2026:+1.2,1.9
Mon GBPUSD + Roll EURJPY + Roll GBPJPY,0.13 / 0.46 / 0.42,0.88,True,2.0,10.0,-0.6,-0.3,-0.26,40/59,2.17,2022:+0.3 2023:+3.3 2024:+2.2 2025:+2.9 2026:+1.0,3.33
Mon GBPUSD + Roll EURJPY + Roll USDJPY,0.14 / 0.50 / 0.36,0.81,True,2.0,10.0,-0.8,-0.3,-0.23,35/59,1.98,2022:-0.2 2023:+3.5 2024:+2.1 2025:+3.4 2026:+0.9,2.5
Mon GBPUSD + Roll EURJPY + TSMOM XAUUSD,0.21 / 0.75 / 0.04,0.05,True,2.1,10.9,-1.6,-0.4,-0.44,38/59,1.76,2022:-0.4 2023:+2.6 2024:+2.6 2025:+4.5 2026:+1.5,1.31
Mon GBPUSD + Roll EURJPY + v4 AUDUSD,0.18 / 0.67 / 0.15,0.01,True,1.9,9.8,-0.8,-0.4,-0.28,39/59,1.85,2022:-0.1 2023:+4.0 2024:+1.2 2025:+3.0 2026:+1.2,2.37
Mon GBPUSD + Roll GBPJPY + Roll USDJPY,0.15 / 0.48 / 0.37,0.85,True,2.3,11.9,-0.9,-0.4,-0.37,39/59,2.23,2022:+0.1 2023:+4.0 2024:+2.5 2025:+3.7 2026:+1.3,2.56
Mon GBPUSD + Roll GBPJPY + TSMOM XAUUSD,0.22 / 0.74 / 0.04,0.05,True,2.7,13.9,-1.6,-0.4,-0.47,41/59,2.08,2022:+0.0 2023:+3.2 2024:+3.2 2025:+5.1 2026:+2.1,1.69
Mon GBPUSD + Roll GBPJPY + v4 AUDUSD,0.19 / 0.65 / 0.16,0.02,True,2.4,12.4,-0.8,-0.5,-0.3,43/59,2.18,2022:+0.3 2023:+4.6 2024:+1.6 2025:+3.5 2026:+1.7,3.0
Mon GBPUSD + Roll USDJPY + TSMOM XAUUSD,0.27 / 0.68 / 0.05,0.05,True,2.8,14.6,-2.0,-0.4,-0.57,34/59,1.79,2022:-0.9 2023:+3.6 2024:+3.1 2025:+6.5 2026:+2.0,1.4
Mon GBPUSD + Roll USDJPY + v4 AUDUSD,0.23 / 0.59 / 0.18,0.01,True,2.5,12.7,-1.2,-0.6,-0.35,37/59,1.9,2022:-0.5 2023:+5.2 2024:+1.3 2025:+4.4 2026:+1.6,2.08
Mon GBPUSD + TSMOM XAUUSD + v4 AUDUSD,0.50 / 0.09 / 0.40,0.05,False,3.5,18.3,-2.9,-1.0,-1.12,40/58,1.23,2022:-1.3 2023:+4.9 2024:+1.5 2025:+8.4 2026:+3.9,1.21
Mon GER40 + Mon NAS100 + Mon NZDJPY,0.27 / 0.23 / 0.51,0.39,False,5.7,31.0,-4.0,-1.2,-1.57,35/58,1.25,2022:+5.0 2023:+6.0 2024:+2.3 2025:+6.6 2026:+6.0,1.42
Mon GER40 + Mon NAS100 + Mon US500,0.32 / 0.27 / 0.41,0.93,False,6.0,33.2,-6.8,-2.3,-2.13,38/58,0.95,2022:+4.8 2023:+5.8 2024:+4.0 2025:+8.5 2026:+5.2,0.88
Mon GER40 + Mon NAS100 + Mon USDJPY,0.25 / 0.21 / 0.54,0.39,False,4.8,25.9,-2.7,-1.3,-1.53,39/58,1.26,2022:+8.3 2023:+3.2 2024:+4.0 2025:+3.2 2026:+3.0,1.78
Mon GER40 + Mon NAS100 + Roll AUDJPY,0.14 / 0.12 / 0.75,0.39,True,2.9,15.2,-1.4,-0.9,-0.74,38/59,1.42,2022:+2.1 2023:+3.0 2024:+2.3 2025:+4.5 2026:+2.2,2.07
Mon GER40 + Mon NAS100 + Roll CADJPY,0.11 / 0.09 / 0.80,0.39,True,2.6,13.3,-1.6,-0.6,-0.59,38/58,1.57,2022:+1.2 2023:+3.5 2024:+2.8 2025:+3.5 2026:+1.4,1.62
Mon GER40 + Mon NAS100 + Roll EURJPY,0.10 / 0.08 / 0.82,0.39,True,2.5,12.7,-1.2,-0.7,-0.52,39/59,1.7,2022:+1.3 2023:+3.0 2024:+2.8 2025:+3.5 2026:+1.4,2.08
Mon GER40 + Mon NAS100 + Roll GBPJPY,0.10 / 0.09 / 0.81,0.39,True,3.1,16.3,-1.2,-0.6,-0.56,42/59,1.99,2022:+1.9 2023:+3.7 2024:+3.4 2025:+4.1 2026:+2.0,2.58
Mon GER40 + Mon NAS100 + Roll USDJPY,0.13 / 0.11 / 0.77,0.39,True,3.4,17.6,-2.2,-0.6,-0.69,39/59,1.74,2022:+1.3 2023:+4.2 2024:+3.5 2025:+5.3 2026:+1.9,1.55
Mon GER40 + Mon NAS100 + TSMOM XAUUSD,0.44 / 0.37 / 0.19,0.39,False,7.6,43.6,-6.0,-2.4,-2.37,37/58,1.19,2022:+3.8 2023:+1.2 2024:+9.4 2025:+16.2 2026:+7.4,1.27
Mon GER40 + Mon NAS100 + v4 AUDUSD,0.27 / 0.23 / 0.50,0.39,False,4.8,25.8,-4.2,-1.3,-1.46,41/58,1.19,2022:+3.2 2023:+6.6 2024:+1.7 2025:+6.4 2026:+4.2,1.14
Mon GER40 + Mon NZDJPY + Mon US500,0.24 / 0.45 / 0.31,0.45,False,4.8,26.1,-4.8,-1.2,-1.41,37/58,1.16,2022:+2.8 2023:+5.8 2024:+1.6 2025:+6.2 2026:+5.8,1.0
Mon GER40 + Mon NZDJPY + Mon USDJPY,0.20 / 0.37 / 0.43,0.47,False,4.0,21.5,-2.2,-1.3,-1.3,39/58,1.27,2022:+5.8 2023:+3.7 2024:+2.0 2025:+2.4 2026:+3.9,1.82
Mon GER40 + Mon NZDJPY + Roll AUDJPY,0.12 / 0.23 / 0.65,0.2,True,2.7,14.0,-1.4,-0.5,-0.7,35/59,1.59,2022:+1.4 2023:+3.3 2024:+1.3 2025:+3.8 2026:+2.8,1.93
Mon GER40 + Mon NZDJPY + Roll CADJPY,0.10 / 0.18 / 0.72,0.2,True,2.4,12.6,-1.5,-0.4,-0.57,34/58,1.75,2022:+0.7 2023:+3.7 2024:+2.0 2025:+3.1 2026:+2.0,1.6
Mon GER40 + Mon NZDJPY + Roll EURJPY,0.09 / 0.17 / 0.75,0.2,True,2.4,12.1,-1.3,-0.4,-0.51,35/59,1.88,2022:+0.9 2023:+3.3 2024:+2.0 2025:+3.1 2026:+1.9,1.85
Mon GER40 + Mon NZDJPY + Roll GBPJPY,0.09 / 0.18 / 0.73,0.2,True,2.9,15.2,-1.0,-0.4,-0.55,40/59,2.19,2022:+1.4 2023:+3.9 2024:+2.6 2025:+3.6 2026:+2.5,2.9
Mon GER40 + Mon NZDJPY + Roll USDJPY,0.11 / 0.21 / 0.68,0.2,True,3.1,16.2,-1.9,-0.5,-0.66,36/59,1.93,2022:+0.7 2023:+4.4 2024:+2.4 2025:+4.6 2026:+2.6,1.63
Mon GER40 + Mon NZDJPY + TSMOM XAUUSD,0.30 / 0.57 / 0.13,0.2,False,5.6,30.8,-5.4,-2.0,-1.76,37/58,1.33,2022:+1.5 2023:+2.6 2024:+4.6 2025:+10.7 2026:+7.4,1.04
Mon GER40 + Mon NZDJPY + v4 AUDUSD,0.21 / 0.40 / 0.39,0.2,False,4.0,21.2,-2.6,-1.0,-1.23,33/58,1.35,2022:+1.7 2023:+6.4 2024:+0.1 2025:+4.8 2026:+4.9,1.54
Mon GER40 + Mon US500 + Mon USDJPY,0.22 / 0.29 / 0.49,0.45,False,4.1,21.9,-2.6,-1.5,-1.38,38/58,1.19,2022:+5.9 2023:+3.2 2024:+3.2 2025:+3.2 2026:+3.1,1.58
Mon GER40 + Mon US500 + Roll AUDJPY,0.13 / 0.16 / 0.71,0.45,True,2.6,13.7,-1.8,-0.9,-0.7,35/59,1.34,2022:+1.1 2023:+3.0 2024:+1.9 2025:+4.4 2026:+2.3,1.44
Mon GER40 + Mon US500 + Roll CADJPY,0.10 / 0.13 / 0.76,0.45,True,2.4,12.2,-2.0,-0.6,-0.56,36/58,1.49,2022:+0.4 2023:+3.5 2024:+2.5 2025:+3.5 2026:+1.5,1.2
Mon GER40 + Mon US500 + Roll EURJPY,0.09 / 0.12 / 0.79,0.45,True,2.3,11.7,-1.6,-0.7,-0.5,35/59,1.61,2022:+0.6 2023:+3.0 2024:+2.5 2025:+3.4 2026:+1.5,1.44
Mon GER40 + Mon US500 + Roll GBPJPY,0.10 / 0.13 / 0.78,0.45,True,2.9,15.0,-1.4,-0.6,-0.54,40/59,1.9,2022:+1.1 2023:+3.7 2024:+3.1 2025:+4.0 2026:+2.1,2.07
Mon GER40 + Mon US500 + Roll USDJPY,0.12 / 0.15 / 0.73,0.45,True,3.1,16.0,-2.5,-0.7,-0.65,38/59,1.66,2022:+0.4 2023:+4.2 2024:+3.0 2025:+5.2 2026:+2.0,1.24
Mon GER40 + Mon US500 + TSMOM XAUUSD,0.37 / 0.47 / 0.16,0.45,False,6.1,33.5,-7.0,-2.6,-2.0,36/58,1.11,2022:+0.7 2023:+1.6 2024:+7.1 2025:+14.1 2026:+6.8,0.87
Mon GER40 + Mon US500 + v4 AUDUSD,0.24 / 0.31 / 0.45,0.45,False,4.1,21.6,-4.1,-1.3,-1.31,38/58,1.11,2022:+1.2 2023:+6.3 2024:+1.0 2025:+6.1 2026:+4.1,1.0
Mon GER40 + Mon USDJPY + Roll AUDJPY,0.11 / 0.25 / 0.63,-0.0,True,2.4,12.4,-1.1,-0.8,-0.71,37/59,1.56,2022:+3.0 2023:+2.1 2024:+2.1 2025:+2.3 2026:+1.6,2.18
Mon GER40 + Mon USDJPY + Roll CADJPY,0.09 / 0.21 / 0.70,-0.0,True,2.2,11.3,-0.9,-0.6,-0.58,41/58,1.74,2022:+2.0 2023:+2.7 2024:+2.6 2025:+1.9 2026:+1.0,2.44
Mon GER40 + Mon USDJPY + Roll EURJPY,0.08 / 0.19 / 0.73,-0.0,True,2.1,11.0,-0.8,-0.6,-0.53,41/59,1.88,2022:+2.0 2023:+2.4 2024:+2.6 2025:+2.0 2026:+1.0,2.62
Mon GER40 + Mon USDJPY + Roll GBPJPY,0.09 / 0.20 / 0.71,-0.01,True,2.7,13.9,-0.9,-0.6,-0.56,43/59,2.21,2022:+2.6 2023:+2.9 2024:+3.2 2025:+2.5 2026:+1.5,3.0
Mon GER40 + Mon USDJPY + Roll USDJPY,0.11 / 0.24 / 0.65,-0.0,True,2.8,14.6,-1.0,-0.7,-0.67,43/59,1.93,2022:+2.2 2023:+3.2 2024:+3.1 2025:+3.2 2026:+1.4,2.8
Mon GER40 + Mon USDJPY + TSMOM XAUUSD,0.27 / 0.60 / 0.12,-0.01,False,4.7,25.0,-3.8,-2.5,-1.7,37/58,1.31,2022:+5.4 2023:-0.1 2024:+6.3 2025:+6.5 2026:+3.9,1.24
Mon GER40 + Mon USDJPY + v4 AUDUSD,0.20 / 0.43 / 0.37,0.0,False,3.4,17.9,-2.2,-0.9,-1.22,38/58,1.3,2022:+4.4 2023:+4.1 2024:+1.6 2025:+2.3 2026:+2.5,1.55
Mon GER40 + Roll AUDJPY + Roll CADJPY,0.07 / 0.40 / 0.53,0.77,True,1.8,9.3,-0.9,-0.4,-0.48,40/59,1.53,2022:+0.3 2023:+2.7 2024:+2.0 2025:+2.9 2026:+1.0,2.0
Mon GER40 + Roll AUDJPY + Roll EURJPY,0.07 / 0.37 / 0.57,0.83,True,1.8,9.2,-0.7,-0.5,-0.36,37/59,1.63,2022:+0.4 2023:+2.4 2024:+2.1 2025:+2.9 2026:+1.0,2.57
Mon GER40 + Roll AUDJPY + Roll GBPJPY,0.07 / 0.38 / 0.55,0.81,True,2.2,11.4,-0.7,-0.4,-0.38,41/59,1.9,2022:+0.8 2023:+2.9 2024:+2.5 2025:+3.2 2026:+1.4,3.14
Mon GER40 + Roll AUDJPY + Roll USDJPY,0.08 / 0.44 / 0.48,0.73,True,2.2,11.5,-1.0,-0.4,-0.53,37/59,1.7,2022:+0.3 2023:+3.1 2024:+2.3 2025:+3.9 2026:+1.3,2.2
Mon GER40 + Roll AUDJPY + TSMOM XAUUSD,0.14 / 0.79 / 0.06,0.02,True,2.7,14.2,-2.0,-1.0,-0.78,40/59,1.43,2022:+0.3 2023:+1.2 2024:+3.4 2025:+6.2 2026:+2.6,1.35
Mon GER40 + Roll AUDJPY + v4 AUDUSD,0.12 / 0.66 / 0.22,0.01,True,2.3,11.9,-1.1,-0.6,-0.65,36/59,1.45,2022:+0.6 2023:+3.6 2024:+1.0 2025:+3.7 2026:+2.0,2.09
Mon GER40 + Roll CADJPY + Roll EURJPY,0.06 / 0.44 / 0.51,0.81,True,1.7,8.9,-0.8,-0.3,-0.32,37/59,1.77,2022:+0.1 2023:+2.8 2024:+2.4 2025:+2.5 2026:+0.7,2.12
Mon GER40 + Roll CADJPY + Roll GBPJPY,0.06 / 0.45 / 0.48,0.86,True,2.1,10.7,-0.7,-0.3,-0.37,42/59,2.01,2022:+0.4 2023:+3.1 2024:+2.7 2025:+2.9 2026:+1.1,3.0
Mon GER40 + Roll CADJPY + Roll USDJPY,0.07 / 0.51 / 0.42,0.85,True,2.1,10.7,-1.2,-0.3,-0.49,39/59,1.79,2022:-0.1 2023:+3.4 2024:+2.7 2025:+3.4 2026:+0.9,1.75
Mon GER40 + Roll CADJPY + TSMOM XAUUSD,0.11 / 0.84 / 0.05,0.03,True,2.4,12.5,-1.8,-0.8,-0.62,38/58,1.59,2022:-0.2 2023:+2.1 2024:+3.7 2025:+4.9 2026:+1.7,1.33
