legs,w,maxcorr,roll,cagr,cum,dd,wm,wd,pos,sh,yrs,calmar
Hold GER40 + Mon CHFJPY + Mon GBPUSD,0.09 / 0.45 / 0.46,0.12,False,3.8,20.0,-3.7,-1.7,-1.25,40/58,1.33,2022:+0.8 2023:+6.7 2024:+2.0 2025:+5.3 2026:+2.8,1.03
Hold GER40 + Mon CHFJPY + Mon GER40,0.12 / 0.62 / 0.26,0.14,False,4.9,26.6,-5.3,-1.7,-1.56,37/58,1.28,2022:+2.3 2023:+5.9 2024:+4.3 2025:+5.9 2026:+3.7,0.92
Hold GER40 + Mon CHFJPY + Mon NAS100,0.12 / 0.64 / 0.23,0.07,False,5.8,31.8,-4.5,-2.7,-1.3,42/58,1.52,2022:+5.2 2023:+10.4 2024:+4.3 2025:+5.3 2026:+1.1,1.29
Hold GER40 + Mon CHFJPY + Mon NZDJPY,0.10 / 0.50 / 0.41,0.62,False,4.7,25.4,-3.5,-1.7,-1.4,37/58,1.35,2022:+3.2 2023:+9.3 2024:+2.1 2025:+3.9 2026:+2.4,1.34
Hold GER40 + Mon CHFJPY + Mon US500,0.11 / 0.57 / 0.32,0.11,False,4.9,26.5,-4.4,-2.6,-1.56,40/58,1.4,2022:+2.9 2023:+9.7 2024:+3.4 2025:+5.0 2026:+1.3,1.11
Hold GER40 + Mon CHFJPY + Mon USDJPY,0.09 / 0.47 / 0.44,0.59,False,4.1,21.6,-2.8,-2.0,-1.22,39/58,1.26,2022:+5.9 2023:+6.7 2024:+3.4 2025:+1.3 2026:+0.3,1.46
Hold GER40 + Mon CHFJPY + Roll AUDJPY,0.05 / 0.28 / 0.66,0.05,True,2.7,14.0,-1.4,-0.8,-0.46,36/59,1.64,2022:+1.5 2023:+5.2 2024:+2.1 2025:+3.2 2026:+0.6,1.93
Hold GER40 + Mon CHFJPY + Roll CADJPY,0.04 / 0.23 / 0.73,0.05,True,2.4,12.5,-1.8,-0.9,-0.38,39/58,1.81,2022:+0.7 2023:+5.2 2024:+2.6 2025:+2.6 2026:+0.2,1.33
Hold GER40 + Mon CHFJPY + Roll EURJPY,0.04 / 0.21 / 0.76,0.05,True,2.3,12.1,-1.2,-0.6,-0.34,40/59,1.95,2022:+0.9 2023:+4.6 2024:+2.7 2025:+2.6 2026:+0.3,1.92
Hold GER40 + Mon CHFJPY + Roll GBPJPY,0.04 / 0.22 / 0.74,0.05,True,2.9,15.2,-1.1,-0.8,-0.36,45/59,2.26,2022:+1.4 2023:+5.3 2024:+3.2 2025:+3.1 2026:+0.8,2.64
Hold GER40 + Mon CHFJPY + Roll USDJPY,0.05 / 0.26 / 0.69,0.05,True,3.1,16.2,-2.3,-1.0,-0.44,45/59,1.99,2022:+0.8 2023:+6.1 2024:+3.2 2025:+4.0 2026:+0.5,1.35
Hold GER40 + Mon CHFJPY + TSMOM XAUUSD,0.14 / 0.72 / 0.14,0.05,False,5.7,31.4,-4.6,-3.9,-1.43,41/58,1.33,2022:+1.6 2023:+7.3 2024:+6.9 2025:+9.2 2026:+1.7,1.24
Hold GER40 + Mon CHFJPY + v4 AUDUSD,0.10 / 0.50 / 0.40,0.06,False,4.0,21.4,-4.4,-1.9,-0.95,40/58,1.34,2022:+1.8 2023:+9.9 2024:+1.6 2025:+3.7 2026:+1.0,0.91
Hold GER40 + Mon EURJPY + Mon GBPJPY,0.09 / 0.47 / 0.44,0.81,False,5.8,31.9,-3.3,-1.6,-1.48,41/58,1.61,2022:+6.2 2023:+8.3 2024:+3.3 2025:+4.8 2026:+3.7,1.76
Hold GER40 + Mon EURJPY + Mon GBPUSD,0.09 / 0.45 / 0.47,0.24,False,4.1,21.6,-3.6,-1.4,-1.25,39/58,1.34,2022:+1.7 2023:+6.3 2024:+1.6 2025:+5.8 2026:+3.7,1.14
Hold GER40 + Mon EURJPY + Mon GER40,0.12 / 0.61 / 0.27,0.17,False,5.3,29.0,-5.3,-2.8,-1.96,36/58,1.3,2022:+3.6 2023:+5.3 2024:+3.8 2025:+6.6 2026:+4.9,1.0
Hold GER40 + Mon EURJPY + Mon NAS100,0.12 / 0.64 / 0.24,0.14,False,6.2,34.5,-4.3,-2.3,-1.24,43/58,1.55,2022:+6.7 2023:+9.8 2024:+3.8 2025:+6.0 2026:+2.2,1.44
Hold GER40 + Mon EURJPY + Mon NZDJPY,0.10 / 0.49 / 0.41,0.67,False,5.0,27.3,-3.2,-1.4,-1.39,39/58,1.39,2022:+4.3 2023:+8.9 2024:+1.6 2025:+4.4 2026:+3.4,1.56
Hold GER40 + Mon EURJPY + Mon US500,0.11 / 0.57 / 0.32,0.21,False,5.3,28.8,-4.3,-2.2,-1.56,40/58,1.43,2022:+4.2 2023:+9.1 2024:+2.9 2025:+5.6 2026:+2.4,1.23
Hold GER40 + Mon EURJPY + Mon USDJPY,0.09 / 0.46 / 0.45,0.62,False,4.4,23.3,-2.8,-1.7,-1.2,36/58,1.32,2022:+7.0 2023:+6.3 2024:+3.0 2025:+1.8 2026:+1.1,1.57
Hold GER40 + Mon EURJPY + Roll AUDJPY,0.05 / 0.28 / 0.67,0.07,True,2.9,14.9,-1.5,-0.7,-0.52,39/59,1.72,2022:+2.0 2023:+4.9 2024:+1.9 2025:+3.4 2026:+1.1,1.93
Hold GER40 + Mon EURJPY + Roll CADJPY,0.04 / 0.22 / 0.73,0.07,True,2.6,13.2,-1.4,-0.7,-0.42,42/58,1.88,2022:+1.2 2023:+4.9 2024:+2.4 2025:+2.8 2026:+0.6,1.86
Hold GER40 + Mon EURJPY + Roll EURJPY,0.04 / 0.20 / 0.76,0.07,True,2.5,12.7,-1.1,-0.5,-0.38,41/59,2.02,2022:+1.3 2023:+4.4 2024:+2.5 2025:+2.8 2026:+0.7,2.27
Hold GER40 + Mon EURJPY + Roll GBPJPY,0.04 / 0.21 / 0.74,0.07,True,3.1,15.9,-1.2,-0.6,-0.4,47/59,2.33,2022:+1.9 2023:+5.1 2024:+3.0 2025:+3.3 2026:+1.2,2.58
Hold GER40 + Mon EURJPY + Roll USDJPY,0.05 / 0.26 / 0.69,0.07,True,3.3,17.1,-2.0,-0.8,-0.48,44/59,2.07,2022:+1.3 2023:+5.8 2024:+3.0 2025:+4.3 2026:+1.0,1.65
Hold GER40 + Mon EURJPY + TSMOM XAUUSD,0.14 / 0.72 / 0.14,0.07,False,6.2,34.4,-4.5,-3.1,-1.62,44/58,1.41,2022:+3.2 2023:+6.5 2024:+6.4 2025:+10.2 2026:+3.1,1.38
Hold GER40 + Mon EURJPY + v4 AUDUSD,0.10 / 0.49 / 0.41,0.07,False,4.3,23.2,-3.4,-1.6,-0.92,39/58,1.42,2022:+2.8 2023:+9.4 2024:+1.1 2025:+4.2 2026:+1.9,1.26
Hold GER40 + Mon GBPJPY + Mon GBPUSD,0.09 / 0.44 / 0.48,0.47,False,5.0,26.9,-4.3,-1.4,-1.4,42/58,1.51,2022:+1.5 2023:+6.5 2024:+2.9 2025:+7.1 2026:+5.2,1.16
Hold GER40 + Mon GBPJPY + Mon GER40,0.12 / 0.60 / 0.28,0.18,False,6.6,37.1,-5.8,-2.5,-1.95,40/58,1.55,2022:+3.5 2023:+5.6 2024:+5.7 2025:+8.6 2026:+7.1,1.14
Hold GER40 + Mon GBPJPY + Mon NAS100,0.13 / 0.63 / 0.25,0.12,False,7.6,43.5,-3.8,-2.5,-1.48,44/58,1.84,2022:+6.6 2023:+10.3 2024:+5.8 2025:+8.0 2026:+4.4,2.0
Hold GER40 + Mon GBPJPY + Mon NZDJPY,0.10 / 0.48 / 0.42,0.71,False,6.1,33.6,-3.3,-1.5,-1.57,39/58,1.61,2022:+4.2 2023:+9.2 2024:+3.1 2025:+5.9 2026:+5.1,1.85
Hold GER40 + Mon GBPJPY + Mon US500,0.11 / 0.56 / 0.33,0.22,False,6.5,36.3,-4.2,-2.3,-1.77,44/58,1.68,2022:+4.0 2023:+9.5 2024:+4.6 2025:+7.4 2026:+4.3,1.55
Hold GER40 + Mon GBPJPY + Mon USDJPY,0.09 / 0.45 / 0.46,0.57,False,5.3,29.0,-3.1,-1.4,-1.2,38/58,1.57,2022:+7.0 2023:+6.5 2024:+4.5 2025:+3.1 2026:+2.6,1.71
Hold GER40 + Mon GBPJPY + Roll AUDJPY,0.05 / 0.27 / 0.68,0.09,True,3.4,17.9,-1.7,-0.6,-0.54,44/59,1.99,2022:+2.0 2023:+5.0 2024:+2.7 2025:+4.2 2026:+2.0,2.0
Hold GER40 + Mon GBPJPY + Roll CADJPY,0.04 / 0.22 / 0.74,0.09,True,3.0,15.6,-1.4,-0.8,-0.44,41/58,2.16,2022:+1.1 2023:+5.0 2024:+3.1 2025:+3.4 2026:+1.3,2.14
Hold GER40 + Mon GBPJPY + Roll EURJPY,0.04 / 0.19 / 0.77,0.09,True,2.8,14.8,-1.2,-0.5,-0.39,42/59,2.3,2022:+1.2 2023:+4.4 2024:+3.1 2025:+3.4 2026:+1.3,2.33
Hold GER40 + Mon GBPJPY + Roll GBPJPY,0.04 / 0.21 / 0.75,0.09,True,3.5,18.3,-1.3,-0.6,-0.42,47/59,2.6,2022:+1.8 2023:+5.2 2024:+3.7 2025:+3.9 2026:+1.9,2.69
Hold GER40 + Mon GBPJPY + Roll USDJPY,0.05 / 0.25 / 0.70,0.09,True,3.8,19.9,-1.7,-0.8,-0.5,45/59,2.34,2022:+1.2 2023:+6.0 2024:+3.8 2025:+5.0 2026:+1.8,2.24
Hold GER40 + Mon GBPJPY + TSMOM XAUUSD,0.15 / 0.71 / 0.15,0.09,False,7.8,44.7,-5.1,-2.7,-1.51,44/58,1.68,2022:+3.0 2023:+7.0 2024:+8.8 2025:+12.7 2026:+5.6,1.53
Hold GER40 + Mon GBPJPY + v4 AUDUSD,0.10 / 0.48 / 0.42,0.09,False,5.4,29.2,-2.6,-1.7,-0.97,42/58,1.7,2022:+2.7 2023:+9.7 2024:+2.6 2025:+5.7 2026:+3.5,2.08
Hold GER40 + Mon GBPUSD + Mon GER40,0.12 / 0.62 / 0.26,0.2,False,4.3,22.7,-7.5,-1.9,-1.66,37/58,1.05,2022:-2.2 2023:+3.1 2024:+3.3 2025:+9.7 2026:+6.9,0.57
Hold GER40 + Mon GBPUSD + Mon NAS100,0.12 / 0.65 / 0.23,0.12,False,5.1,27.6,-5.2,-2.9,-1.66,37/58,1.32,2022:+0.4 2023:+7.3 2024:+3.2 2025:+9.1 2026:+4.4,0.98
Hold GER40 + Mon GBPUSD + Mon NZDJPY,0.09 / 0.50 / 0.40,0.29,False,4.2,22.4,-5.3,-1.8,-1.36,40/58,1.29,2022:-0.5 2023:+7.0 2024:+1.3 2025:+6.8 2026:+5.0,0.79
Hold GER40 + Mon GBPUSD + Mon US500,0.11 / 0.58 / 0.31,0.2,False,4.3,23.0,-5.8,-2.7,-1.57,37/58,1.18,2022:-1.3 2023:+7.0 2024:+2.4 2025:+8.5 2026:+4.3,0.74
Hold GER40 + Mon GBPUSD + Mon USDJPY,0.09 / 0.47 / 0.44,0.12,False,3.6,19.0,-2.8,-1.1,-0.94,43/58,1.52,2022:+2.4 2023:+4.6 2024:+2.7 2025:+4.1 2026:+2.7,1.29
Hold GER40 + Mon GBPUSD + Roll AUDJPY,0.05 / 0.28 / 0.66,0.12,True,2.4,12.5,-2.7,-0.9,-0.61,40/59,1.44,2022:-0.6 2023:+3.9 2024:+1.7 2025:+4.8 2026:+2.1,0.89
Hold GER40 + Mon GBPUSD + Roll CADJPY,0.04 / 0.23 / 0.72,0.12,True,2.2,11.3,-2.5,-1.0,-0.49,35/58,1.61,2022:-0.9 2023:+4.1 2024:+2.3 2025:+3.9 2026:+1.4,0.88
Hold GER40 + Mon GBPUSD + Roll EURJPY,0.04 / 0.21 / 0.75,0.12,True,2.1,11.0,-2.0,-0.6,-0.44,39/59,1.74,2022:-0.6 2023:+3.6 2024:+2.3 2025:+3.8 2026:+1.3,1.05
Hold GER40 + Mon GBPUSD + Roll GBPJPY,0.04 / 0.22 / 0.74,0.12,True,2.7,14.0,-2.1,-0.8,-0.47,41/59,2.05,2022:-0.2 2023:+4.3 2024:+2.9 2025:+4.4 2026:+1.9,1.29
Hold GER40 + Mon GBPUSD + Roll USDJPY,0.05 / 0.27 / 0.68,0.12,True,2.8,14.7,-2.9,-1.0,-0.57,40/59,1.79,2022:-1.2 2023:+4.9 2024:+2.8 2025:+5.6 2026:+1.8,0.97
Hold GER40 + Mon GBPUSD + TSMOM XAUUSD,0.14 / 0.73 / 0.14,0.12,False,4.9,26.7,-7.7,-1.9,-1.83,35/58,1.12,2022:-3.5 2023:+4.0 2024:+5.7 2025:+13.7 2026:+5.5,0.64
Hold GER40 + Mon GBPUSD + v4 AUDUSD,0.09 / 0.50 / 0.40,0.12,False,3.5,18.4,-3.4,-2.1,-1.08,41/58,1.17,2022:-1.9 2023:+7.5 2024:+0.8 2025:+6.7 2026:+3.5,1.03
Hold GER40 + Mon GER40 + Mon NAS100,0.19 / 0.44 / 0.37,0.39,False,7.7,43.9,-8.5,-3.3,-2.77,40/58,1.14,2022:+2.6 2023:+6.4 2024:+7.8 2025:+12.5 2026:+6.7,0.91
Hold GER40 + Mon GER40 + Mon NZDJPY,0.13 / 0.30 / 0.57,0.2,False,5.6,31.0,-6.9,-2.1,-2.04,36/58,1.25,2022:+0.7 2023:+6.2 2024:+3.6 2025:+8.2 2026:+6.9,0.81
Hold GER40 + Mon GER40 + Mon US500,0.16 / 0.37 / 0.47,0.45,False,6.1,33.7,-9.5,-3.0,-2.33,39/58,1.05,2022:-0.3 2023:+6.0 2024:+5.8 2025:+10.9 2026:+6.2,0.64
Hold GER40 + Mon GER40 + Mon USDJPY,0.12 / 0.27 / 0.60,0.14,False,4.7,25.2,-5.1,-2.6,-1.96,36/58,1.22,2022:+4.7 2023:+3.0 2024:+5.4 2025:+4.3 2026:+3.5,0.92
Hold GER40 + Mon GER40 + Roll AUDJPY,0.06 / 0.14 / 0.79,0.14,True,2.8,14.3,-2.7,-1.1,-0.91,39/59,1.37,2022:-0.0 2023:+2.9 2024:+2.9 2025:+5.1 2026:+2.4,1.04
Hold GER40 + Mon GER40 + Roll CADJPY,0.05 / 0.11 / 0.84,0.14,True,2.4,12.5,-2.6,-0.8,-0.72,40/58,1.53,2022:-0.5 2023:+3.4 2024:+3.3 2025:+4.0 2026:+1.5,0.92
Hold GER40 + Mon GER40 + Roll EURJPY,0.04 / 0.10 / 0.86,0.14,True,2.3,12.0,-2.1,-0.7,-0.63,40/59,1.67,2022:-0.2 2023:+2.9 2024:+3.2 2025:+3.8 2026:+1.5,1.1
Hold GER40 + Mon GER40 + Roll GBPJPY,0.05 / 0.11 / 0.84,0.14,True,3.0,15.6,-1.9,-0.8,-0.68,45/59,1.97,2022:+0.3 2023:+3.6 2024:+3.9 2025:+4.5 2026:+2.1,1.58
Hold GER40 + Mon GER40 + Roll USDJPY,0.06 / 0.13 / 0.81,0.14,True,3.2,16.9,-3.4,-1.0,-0.85,43/59,1.71,2022:-0.7 2023:+4.2 2024:+4.1 2025:+6.0 2026:+2.1,0.94
Hold GER40 + Mon GER40 + TSMOM XAUUSD,0.24 / 0.53 / 0.23,0.14,False,8.0,45.9,-11.4,-5.2,-3.37,40/58,1.08,2022:-3.7 2023:+0.5 2024:+13.3 2025:+21.6 2026:+9.1,0.7
Hold GER40 + Mon GER40 + v4 AUDUSD,0.13 / 0.30 / 0.57,0.14,False,4.7,25.0,-4.6,-2.0,-1.91,40/58,1.09,2022:-1.2 2023:+6.8 2024:+2.9 2025:+8.0 2026:+4.8,1.02
Hold GER40 + Mon NAS100 + Mon NZDJPY,0.14 / 0.27 / 0.60,0.26,False,6.7,37.2,-5.3,-3.1,-1.44,40/58,1.46,2022:+3.9 2023:+11.3 2024:+3.5 2025:+7.5 2026:+4.0,1.26
Hold GER40 + Mon NAS100 + Mon US500,0.17 / 0.33 / 0.50,0.93,False,7.3,41.6,-9.2,-4.9,-3.1,39/58,1.12,2022:+3.5 2023:+12.3 2024:+5.9 2025:+10.2 2026:+2.6,0.79
Hold GER40 + Mon NAS100 + Mon USDJPY,0.13 / 0.24 / 0.63,0.05,False,5.6,30.4,-3.5,-2.0,-1.26,42/58,1.45,2022:+7.9 2023:+7.4 2024:+5.4 2025:+3.5 2026:+0.7,1.6
Hold GER40 + Mon NAS100 + Roll AUDJPY,0.07 / 0.12 / 0.81,-0.0,True,3.2,16.5,-1.9,-1.3,-0.63,39/59,1.64,2022:+1.4 2023:+5.1 2024:+2.8 2025:+4.7 2026:+1.0,1.68
Hold GER40 + Mon NAS100 + Roll CADJPY,0.05 / 0.10 / 0.85,-0.01,True,2.7,14.2,-2.4,-1.3,-0.49,38/58,1.82,2022:+0.6 2023:+5.2 2024:+3.3 2025:+3.7 2026:+0.4,1.13
Hold GER40 + Mon NAS100 + Roll EURJPY,0.05 / 0.09 / 0.87,-0.01,True,2.6,13.5,-1.6,-0.9,-0.43,40/59,1.96,2022:+0.8 2023:+4.5 2024:+3.2 2025:+3.6 2026:+0.5,1.62
Hold GER40 + Mon NAS100 + Roll GBPJPY,0.05 / 0.09 / 0.86,0.0,True,3.3,17.3,-1.7,-1.1,-0.47,43/59,2.29,2022:+1.4 2023:+5.3 2024:+3.9 2025:+4.2 2026:+1.1,1.94
Hold GER40 + Mon NAS100 + Roll USDJPY,0.06 / 0.12 / 0.82,-0.01,True,3.6,19.0,-3.3,-1.4,-0.58,41/59,2.01,2022:+0.6 2023:+6.3 2024:+4.1 2025:+5.6 2026:+0.8,1.09
Hold GER40 + Mon NAS100 + TSMOM XAUUSD,0.26 / 0.49 / 0.26,0.02,False,10.1,60.7,-8.0,-4.7,-2.66,38/58,1.35,2022:+1.6 2023:+9.0 2024:+14.1 2025:+21.5 2026:+3.9,1.26
Hold GER40 + Mon NAS100 + v4 AUDUSD,0.14 / 0.27 / 0.59,0.06,False,5.6,30.8,-6.5,-3.5,-1.35,43/58,1.34,2022:+1.8 2023:+12.1 2024:+2.8 2025:+7.3 2026:+1.8,0.86
Hold GER40 + Mon NZDJPY + Mon US500,0.12 / 0.52 / 0.35,0.33,False,5.6,30.6,-6.1,-2.9,-1.75,40/58,1.34,2022:+1.5 2023:+10.4 2024:+2.6 2025:+7.0 2026:+4.0,0.92
Hold GER40 + Mon NZDJPY + Mon USDJPY,0.10 / 0.42 / 0.48,0.47,False,4.5,24.3,-2.6,-1.1,-1.05,36/58,1.33,2022:+5.1 2023:+7.0 2024:+2.8 2025:+2.5 2026:+2.2,1.73
Hold GER40 + Mon NZDJPY + Roll AUDJPY,0.06 / 0.24 / 0.70,0.02,True,2.9,15.1,-1.7,-0.8,-0.48,37/59,1.68,2022:+0.7 2023:+5.2 2024:+1.7 2025:+4.0 2026:+1.8,1.71
Hold GER40 + Mon NZDJPY + Roll CADJPY,0.05 / 0.20 / 0.76,0.02,True,2.6,13.3,-2.1,-1.0,-0.4,37/58,1.85,2022:+0.2 2023:+5.2 2024:+2.3 2025:+3.2 2026:+1.1,1.24
Hold GER40 + Mon NZDJPY + Roll EURJPY,0.04 / 0.17 / 0.79,0.02,True,2.5,12.7,-1.5,-0.6,-0.35,38/59,1.99,2022:+0.4 2023:+4.6 2024:+2.4 2025:+3.1 2026:+1.1,1.67
Hold GER40 + Mon NZDJPY + Roll GBPJPY,0.04 / 0.19 / 0.77,0.02,True,3.1,16.1,-1.2,-0.8,-0.37,43/59,2.3,2022:+0.9 2023:+5.4 2024:+3.0 2025:+3.7 2026:+1.7,2.58
Hold GER40 + Mon NZDJPY + Roll USDJPY,0.05 / 0.23 / 0.72,0.02,True,3.3,17.3,-2.7,-1.0,-0.46,44/59,2.03,2022:+0.1 2023:+6.2 2024:+2.9 2025:+4.8 2026:+1.6,1.22
Hold GER40 + Mon NZDJPY + TSMOM XAUUSD,0.16 / 0.68 / 0.16,0.02,False,6.7,37.6,-6.4,-2.6,-1.65,37/58,1.37,2022:-0.3 2023:+7.8 2024:+6.5 2025:+12.6 2026:+5.3,1.05
Hold GER40 + Mon NZDJPY + v4 AUDUSD,0.11 / 0.45 / 0.44,0.06,False,4.5,24.2,-4.0,-2.2,-1.29,38/58,1.39,2022:+0.5 2023:+10.5 2024:+0.7 2025:+5.3 2026:+3.2,1.12
Hold GER40 + Mon US500 + Mon USDJPY,0.11 / 0.33 / 0.56,0.04,False,4.7,25.3,-3.6,-1.9,-1.17,42/58,1.36,2022:+5.1 2023:+7.0 2024:+4.3 2025:+3.5 2026:+1.0,1.31
Hold GER40 + Mon US500 + Roll AUDJPY,0.06 / 0.18 / 0.76,-0.0,True,2.8,14.7,-2.5,-1.3,-0.64,40/59,1.53,2022:+0.4 2023:+5.1 2024:+2.4 2025:+4.6 2026:+1.1,1.12
Hold GER40 + Mon US500 + Roll CADJPY,0.05 / 0.14 / 0.81,-0.0,True,2.5,12.9,-2.7,-1.3,-0.51,38/58,1.7,2022:-0.2 2023:+5.1 2024:+2.9 2025:+3.6 2026:+0.6,0.93
Hold GER40 + Mon US500 + Roll EURJPY,0.04 / 0.12 / 0.83,-0.01,True,2.4,12.4,-2.0,-0.9,-0.45,40/59,1.84,2022:+0.1 2023:+4.4 2024:+2.9 2025:+3.5 2026:+0.6,1.2
Hold GER40 + Mon US500 + Roll GBPJPY,0.05 / 0.13 / 0.82,0.0,True,3.1,15.9,-1.8,-1.1,-0.48,42/59,2.16,2022:+0.6 2023:+5.2 2024:+3.5 2025:+4.2 2026:+1.2,1.72
Hold GER40 + Mon US500 + Roll USDJPY,0.06 / 0.16 / 0.78,-0.01,True,3.3,17.2,-3.4,-1.4,-0.59,41/59,1.89,2022:-0.3 2023:+6.2 2024:+3.6 2025:+5.5 2026:+0.9,0.97
Hold GER40 + Mon US500 + TSMOM XAUUSD,0.21 / 0.59 / 0.20,0.02,False,7.6,43.4,-8.8,-3.8,-2.13,39/58,1.25,2022:-1.8 2023:+8.0 2024:+10.2 2025:+17.6 2026:+3.9,0.86
Hold GER40 + Mon US500 + v4 AUDUSD,0.12 / 0.36 / 0.52,0.06,False,4.7,25.1,-6.1,-3.2,-1.28,40/58,1.23,2022:-0.3 2023:+11.0 2024:+1.9 2025:+6.8 2026:+2.0,0.77
Hold GER40 + Mon USDJPY + Roll AUDJPY,0.05 / 0.27 / 0.67,-0.0,True,2.6,13.3,-1.4,-0.6,-0.54,37/59,1.57,2022:+2.5 2023:+3.8 2024:+2.6 2025:+2.4 2026:+0.5,1.86
Hold GER40 + Mon USDJPY + Roll CADJPY,0.04 / 0.22 / 0.74,-0.01,True,2.3,11.9,-1.2,-0.7,-0.44,41/58,1.74,2022:+1.6 2023:+4.1 2024:+3.0 2025:+1.9 2026:+0.1,1.92
Hold GER40 + Mon USDJPY + Roll EURJPY,0.04 / 0.20 / 0.76,-0.01,True,2.2,11.5,-1.0,-0.5,-0.39,40/59,1.89,2022:+1.6 2023:+3.6 2024:+3.0 2025:+2.0 2026:+0.2,2.2
Hold GER40 + Mon USDJPY + Roll GBPJPY,0.04 / 0.21 / 0.75,0.0,True,2.8,14.7,-1.1,-0.5,-0.42,44/59,2.21,2022:+2.2 2023:+4.3 2024:+3.6 2025:+2.5 2026:+0.7,2.55
Hold GER40 + Mon USDJPY + Roll USDJPY,0.05 / 0.25 / 0.69,-0.01,True,3.0,15.5,-1.7,-0.8,-0.51,45/59,1.93,2022:+1.7 2023:+4.9 2024:+3.6 2025:+3.3 2026:+0.3,1.76
Hold GER40 + Mon USDJPY + TSMOM XAUUSD,0.14 / 0.71 / 0.14,0.02,False,5.5,29.9,-4.5,-3.7,-1.49,41/58,1.28,2022:+4.4 2023:+3.9 2024:+8.3 2025:+7.4 2026:+1.4,1.22
Hold GER40 + Mon USDJPY + v4 AUDUSD,0.10 / 0.49 / 0.41,0.06,False,3.8,20.1,-3.0,-1.5,-0.97,39/58,1.26,2022:+3.6 2023:+7.5 2024:+2.3 2025:+2.3 2026:+0.7,1.27
Hold GER40 + Roll AUDJPY + Roll CADJPY,0.03 / 0.41 / 0.55,0.77,True,1.9,9.7,-1.1,-0.6,-0.52,34/59,1.54,2022:-0.1 2023:+3.8 2024:+2.3 2025:+2.9 2026:+0.4,1.73
Hold GER40 + Roll AUDJPY + Roll EURJPY,0.03 / 0.38 / 0.59,0.83,True,1.9,9.6,-0.8,-0.4,-0.35,34/59,1.63,2022:+0.1 2023:+3.4 2024:+2.3 2025:+2.9 2026:+0.4,2.37
Hold GER40 + Roll AUDJPY + Roll GBPJPY,0.03 / 0.40 / 0.57,0.81,True,2.3,11.8,-0.7,-0.5,-0.42,43/59,1.89,2022:+0.4 2023:+3.9 2024:+2.8 2025:+3.3 2026:+0.8,3.29
Hold GER40 + Roll AUDJPY + Roll USDJPY,0.04 / 0.46 / 0.50,0.73,True,2.3,12.0,-1.4,-0.6,-0.58,38/59,1.7,2022:-0.2 2023:+4.3 2024:+2.7 2025:+4.0 2026:+0.6,1.64
Hold GER40 + Roll AUDJPY + TSMOM XAUUSD,0.07 / 0.86 / 0.07,0.02,True,3.0,15.5,-2.4,-1.1,-0.72,39/59,1.4,2022:-0.6 2023:+3.3 2024:+4.1 2025:+6.6 2026:+1.3,1.25
Hold GER40 + Roll AUDJPY + v4 AUDUSD,0.06 / 0.70 / 0.24,0.06,True,2.5,12.7,-1.8,-1.0,-0.54,36/59,1.41,2022:-0.1 2023:+5.5 2024:+1.4 2025:+3.9 2026:+0.9,1.39
Hold GER40 + Roll CADJPY + Roll EURJPY,0.03 / 0.45 / 0.52,0.81,True,1.8,9.2,-1.0,-0.5,-0.28,36/59,1.77,2022:-0.2 2023:+3.6 2024:+2.6 2025:+2.6 2026:+0.2,1.8
Hold GER40 + Roll CADJPY + Roll GBPJPY,0.03 / 0.47 / 0.50,0.86,True,2.2,11.1,-0.9,-0.6,-0.4,40/59,2.01,2022:+0.1 2023:+4.1 2024:+3.0 2025:+2.9 2026:+0.5,2.44
Hold GER40 + Roll CADJPY + Roll USDJPY,0.03 / 0.53 / 0.44,0.85,True,2.2,11.2,-1.7,-0.7,-0.54,41/59,1.8,2022:-0.5 2023:+4.4 2024:+3.0 2025:+3.5 2026:+0.3,1.29
Hold GER40 + Roll CADJPY + TSMOM XAUUSD,0.05 / 0.89 / 0.05,0.03,True,2.6,13.3,-2.2,-1.2,-0.56,39/58,1.56,2022:-1.0 2023:+3.8 2024:+4.2 2025:+5.1 2026:+0.7,1.18
Hold GER40 + Roll CADJPY + v4 AUDUSD,0.05 / 0.76 / 0.19,0.06,True,2.2,11.4,-2.3,-1.1,-0.43,35/58,1.57,2022:-0.5 2023:+5.5 2024:+2.1 2025:+3.1 2026:+0.4,0.96
Hold GER40 + Roll EURJPY + Roll GBPJPY,0.03 / 0.51 / 0.47,0.88,True,2.1,10.9,-0.6,-0.4,-0.29,41/59,2.11,2022:+0.2 2023:+3.7 2024:+3.0 2025:+2.9 2026:+0.5,3.5
Hold GER40 + Roll EURJPY + Roll USDJPY,0.03 / 0.57 / 0.40,0.81,True,2.1,10.9,-1.3,-0.5,-0.29,38/59,1.93,2022:-0.3 2023:+4.0 2024:+2.9 2025:+3.4 2026:+0.3,1.62
Hold GER40 + Roll EURJPY + TSMOM XAUUSD,0.05 / 0.91 / 0.05,0.02,True,2.5,12.6,-1.6,-0.8,-0.49,38/59,1.71,2022:-0.6 2023:+3.2 2024:+4.1 2025:+4.8 2026:+0.7,1.56
Hold GER40 + Roll EURJPY + v4 AUDUSD,0.04 / 0.79 / 0.17,0.06,True,2.2,11.1,-1.5,-0.7,-0.39,36/59,1.72,2022:-0.3 2023:+4.8 2024:+2.1 2025:+3.1 2026:+0.5,1.47
